review_id,attribute_name,attribute_value
28928496-3ac3-4117-a1c3-98766fc94009,service,medium
28928496-3ac3-4117-a1c3-98766fc94009,comfort,high
28928496-3ac3-4117-a1c3-98766fc94009,cleanliness,medium
a8010567-f6bb-4cad-ad8f-fd1f329958a9,service,high
a8010567-f6bb-4cad-ad8f-fd1f329958a9,cleanliness,medium
a8010567-f6bb-4cad-ad8f-fd1f329958a9,wifi_speed,medium
a8010567-f6bb-4cad-ad8f-fd1f329958a9,ambience,low
29c841c8-3ab4-4223-a56b-20e5f2d96535,comfort,low
29c841c8-3ab4-4223-a56b-20e5f2d96535,service,medium
29c841c8-3ab4-4223-a56b-20e5f2d96535,ambience,medium
ca8c7818-2856-4b38-82fd-fa1c7845c3e1,service,medium
ca8c7818-2856-4b38-82fd-fa1c7845c3e1,comfort,medium
ca8c7818-2856-4b38-82fd-fa1c7845c3e1,cleanliness,medium
4035c921-3d93-42ff-8d0c-73c9a07242c4,wifi_speed,medium
4035c921-3d93-42ff-8d0c-73c9a07242c4,comfort,low
4035c921-3d93-42ff-8d0c-73c9a07242c4,service,medium
4035c921-3d93-42ff-8d0c-73c9a07242c4,ambience,high
fefa8ccc-48d6-4fdb-a32b-06697f606d77,service,high
fefa8ccc-48d6-4fdb-a32b-06697f606d77,wifi_speed,high
fefa8ccc-48d6-4fdb-a32b-06697f606d77,ambience,medium
fefa8ccc-48d6-4fdb-a32b-06697f606d77,cleanliness,low
649e4793-0b1d-4e54-9f2d-44a16f3171d6,wifi_speed,low
649e4793-0b1d-4e54-9f2d-44a16f3171d6,ambience,high
58d032f8-64cb-4876-9a9a-57f0b3016e05,cleanliness,low
58d032f8-64cb-4876-9a9a-57f0b3016e05,wifi_speed,low
58d032f8-64cb-4876-9a9a-57f0b3016e05,service,high
0301d5d8-8582-4375-99b0-866dbecb0bdf,service,medium
0301d5d8-8582-4375-99b0-866dbecb0bdf,cleanliness,low
0301d5d8-8582-4375-99b0-866dbecb0bdf,wifi_speed,high
0301d5d8-8582-4375-99b0-866dbecb0bdf,ambience,high
53be213c-d0b7-4371-9ac6-731fd7d87136,ambience,low
53be213c-d0b7-4371-9ac6-731fd7d87136,service,medium
53be213c-d0b7-4371-9ac6-731fd7d87136,cleanliness,medium
630f96a6-1f69-4cfb-83b1-25bff0f372b5,service,high
630f96a6-1f69-4cfb-83b1-25bff0f372b5,wifi_speed,medium
630f96a6-1f69-4cfb-83b1-25bff0f372b5,comfort,low
9e217050-3001-4cba-9f8d-55368757ca1c,ambience,medium
9e217050-3001-4cba-9f8d-55368757ca1c,wifi_speed,medium
9e217050-3001-4cba-9f8d-55368757ca1c,service,low
684075c2-306d-4483-949d-34bcd34b80f3,cleanliness,high
684075c2-306d-4483-949d-34bcd34b80f3,comfort,medium
2b956f01-30c4-4502-8e9f-fdad093728b3,comfort,medium
2b956f01-30c4-4502-8e9f-fdad093728b3,ambience,high
2b956f01-30c4-4502-8e9f-fdad093728b3,service,high
2b956f01-30c4-4502-8e9f-fdad093728b3,cleanliness,medium
64baf868-addc-4f17-ba23-21d26ae6a306,service,low
64baf868-addc-4f17-ba23-21d26ae6a306,cleanliness,low
64baf868-addc-4f17-ba23-21d26ae6a306,wifi_speed,medium
64baf868-addc-4f17-ba23-21d26ae6a306,comfort,medium
64baf868-addc-4f17-ba23-21d26ae6a306,ambience,medium
7e31e075-3018-4255-8274-e240e577eea8,comfort,high
7e31e075-3018-4255-8274-e240e577eea8,ambience,high
b9e38951-fde6-49ca-8c02-9cdd1fc60161,comfort,high
b9e38951-fde6-49ca-8c02-9cdd1fc60161,ambience,low
b9e38951-fde6-49ca-8c02-9cdd1fc60161,wifi_speed,medium
b9e38951-fde6-49ca-8c02-9cdd1fc60161,cleanliness,low
dee938cb-abdb-4a12-9bc3-3406c902b661,service,high
dee938cb-abdb-4a12-9bc3-3406c902b661,ambience,high
19eacd44-9ec9-4778-9c26-6ef23205da31,wifi_speed,low
19eacd44-9ec9-4778-9c26-6ef23205da31,cleanliness,medium
7491125a-a673-4c4a-a5f9-ff48c99771a3,ambience,medium
7491125a-a673-4c4a-a5f9-ff48c99771a3,comfort,low
7491125a-a673-4c4a-a5f9-ff48c99771a3,service,high
7491125a-a673-4c4a-a5f9-ff48c99771a3,cleanliness,medium
065fe359-ca24-49ba-8bc2-93db1924eea6,cleanliness,high
065fe359-ca24-49ba-8bc2-93db1924eea6,wifi_speed,medium
c8e71aaa-c70d-490d-8f49-56e89f514d7d,wifi_speed,high
c8e71aaa-c70d-490d-8f49-56e89f514d7d,ambience,low
c8e71aaa-c70d-490d-8f49-56e89f514d7d,comfort,low
c8e71aaa-c70d-490d-8f49-56e89f514d7d,cleanliness,medium
c8e71aaa-c70d-490d-8f49-56e89f514d7d,service,low
954cb944-ceee-47fa-904d-07ee5e5ecc62,ambience,medium
954cb944-ceee-47fa-904d-07ee5e5ecc62,comfort,medium
954cb944-ceee-47fa-904d-07ee5e5ecc62,service,medium
7a3e73e8-ff0a-463e-84cb-9d8e14a0f26f,ambience,low
7a3e73e8-ff0a-463e-84cb-9d8e14a0f26f,wifi_speed,low
7a3e73e8-ff0a-463e-84cb-9d8e14a0f26f,service,high
7a3e73e8-ff0a-463e-84cb-9d8e14a0f26f,cleanliness,low
e17ad476-d6d6-4c6f-a2e9-3777695ae62a,wifi_speed,medium
e17ad476-d6d6-4c6f-a2e9-3777695ae62a,service,low
e17ad476-d6d6-4c6f-a2e9-3777695ae62a,ambience,low
e17ad476-d6d6-4c6f-a2e9-3777695ae62a,comfort,high
fc2476a3-c6d4-451c-b49b-808bae039fe6,service,medium
fc2476a3-c6d4-451c-b49b-808bae039fe6,comfort,medium
fc2476a3-c6d4-451c-b49b-808bae039fe6,wifi_speed,low
fc2476a3-c6d4-451c-b49b-808bae039fe6,ambience,low
fc2476a3-c6d4-451c-b49b-808bae039fe6,cleanliness,low
efd6d9c9-8566-4c32-be6b-ac708d3aae51,ambience,low
efd6d9c9-8566-4c32-be6b-ac708d3aae51,wifi_speed,high
efd6d9c9-8566-4c32-be6b-ac708d3aae51,comfort,medium
efd6d9c9-8566-4c32-be6b-ac708d3aae51,service,low
efd6d9c9-8566-4c32-be6b-ac708d3aae51,cleanliness,medium
12ef17d9-adfe-4994-95a2-96cd9c74d79c,service,low
12ef17d9-adfe-4994-95a2-96cd9c74d79c,wifi_speed,medium
be115b41-4f07-4f94-b86b-781ef9478937,ambience,high
be115b41-4f07-4f94-b86b-781ef9478937,cleanliness,medium
f2933cb5-e27e-4bd2-bf1b-d937da9fa05d,service,low
f2933cb5-e27e-4bd2-bf1b-d937da9fa05d,wifi_speed,low
f2933cb5-e27e-4bd2-bf1b-d937da9fa05d,ambience,low
f2933cb5-e27e-4bd2-bf1b-d937da9fa05d,comfort,low
f2933cb5-e27e-4bd2-bf1b-d937da9fa05d,cleanliness,low
cef8748d-601d-4ad2-98b2-fb6f786bb474,service,high
cef8748d-601d-4ad2-98b2-fb6f786bb474,ambience,high
92ebab69-96a3-4412-9260-98a3a35aa2a7,ambience,low
92ebab69-96a3-4412-9260-98a3a35aa2a7,wifi_speed,high
92ebab69-96a3-4412-9260-98a3a35aa2a7,comfort,medium
92ebab69-96a3-4412-9260-98a3a35aa2a7,cleanliness,medium
e68a86b2-0412-421d-866d-bba843afaedb,service,high
e68a86b2-0412-421d-866d-bba843afaedb,cleanliness,low
e68a86b2-0412-421d-866d-bba843afaedb,ambience,low
e68a86b2-0412-421d-866d-bba843afaedb,wifi_speed,high
49e50ca3-c2c9-465b-b1d5-d368c5ceda5f,cleanliness,medium
49e50ca3-c2c9-465b-b1d5-d368c5ceda5f,ambience,medium
49e50ca3-c2c9-465b-b1d5-d368c5ceda5f,service,high
1039977b-036c-4454-a8cc-726b85d7f8c1,wifi_speed,low
1039977b-036c-4454-a8cc-726b85d7f8c1,ambience,low
a4c26379-597c-4a07-8c6f-f139d1cf154c,wifi_speed,medium
a4c26379-597c-4a07-8c6f-f139d1cf154c,comfort,low
b6c5a6d0-1149-4c98-9bdf-4b6775ca861e,cleanliness,low
b6c5a6d0-1149-4c98-9bdf-4b6775ca861e,comfort,low
b6c5a6d0-1149-4c98-9bdf-4b6775ca861e,wifi_speed,medium
b6c5a6d0-1149-4c98-9bdf-4b6775ca861e,ambience,high
b6c5a6d0-1149-4c98-9bdf-4b6775ca861e,service,low
3359e4d4-5033-48ca-b0dd-36d0bdea2769,cleanliness,low
3359e4d4-5033-48ca-b0dd-36d0bdea2769,service,low
3e00dc71-f853-4782-a4b8-1c5ceda8451b,ambience,medium
3e00dc71-f853-4782-a4b8-1c5ceda8451b,wifi_speed,high
3e00dc71-f853-4782-a4b8-1c5ceda8451b,service,medium
7f42e57e-5a14-4697-aebc-28c47fe340a6,ambience,high
7f42e57e-5a14-4697-aebc-28c47fe340a6,wifi_speed,low
7f42e57e-5a14-4697-aebc-28c47fe340a6,comfort,high
7f42e57e-5a14-4697-aebc-28c47fe340a6,cleanliness,high
260e3e1b-afaa-4019-a67e-14a48a5cb928,comfort,medium
260e3e1b-afaa-4019-a67e-14a48a5cb928,service,low
260e3e1b-afaa-4019-a67e-14a48a5cb928,cleanliness,low
260e3e1b-afaa-4019-a67e-14a48a5cb928,ambience,low
260e3e1b-afaa-4019-a67e-14a48a5cb928,wifi_speed,high
7b5aad74-613d-4d21-b0f6-6985bb7adda5,ambience,high
7b5aad74-613d-4d21-b0f6-6985bb7adda5,service,high
7b5aad74-613d-4d21-b0f6-6985bb7adda5,cleanliness,high
086da8c7-f246-42b8-9aec-1ed256074266,ambience,low
086da8c7-f246-42b8-9aec-1ed256074266,service,low
086da8c7-f246-42b8-9aec-1ed256074266,cleanliness,high
e2bdbeff-732a-4187-8041-8441d35a47e1,ambience,high
e2bdbeff-732a-4187-8041-8441d35a47e1,comfort,medium
e2bdbeff-732a-4187-8041-8441d35a47e1,wifi_speed,low
e2bdbeff-732a-4187-8041-8441d35a47e1,cleanliness,low
9623734c-1066-4d63-a918-ada642d056cf,ambience,medium
9623734c-1066-4d63-a918-ada642d056cf,wifi_speed,low
9623734c-1066-4d63-a918-ada642d056cf,cleanliness,high
9623734c-1066-4d63-a918-ada642d056cf,service,medium
9623734c-1066-4d63-a918-ada642d056cf,comfort,medium
4c9bbaa5-e1ed-4c75-9252-d2a18c2a9820,wifi_speed,low
4c9bbaa5-e1ed-4c75-9252-d2a18c2a9820,service,medium
4c9bbaa5-e1ed-4c75-9252-d2a18c2a9820,comfort,low
ae9ac65c-daa2-4ffe-8647-2096cf8c59c5,cleanliness,low
ae9ac65c-daa2-4ffe-8647-2096cf8c59c5,service,low
ae9ac65c-daa2-4ffe-8647-2096cf8c59c5,ambience,high
5eca0c99-e4fb-4fe0-b7c3-fd5e7b20b686,ambience,low
5eca0c99-e4fb-4fe0-b7c3-fd5e7b20b686,wifi_speed,high
5eca0c99-e4fb-4fe0-b7c3-fd5e7b20b686,service,low
0ecf271e-741d-49cb-aba1-4d70f6c42dcf,service,low
0ecf271e-741d-49cb-aba1-4d70f6c42dcf,comfort,medium
0ecf271e-741d-49cb-aba1-4d70f6c42dcf,cleanliness,medium
0ecf271e-741d-49cb-aba1-4d70f6c42dcf,ambience,low
a29e13e8-2faf-4f82-b9f0-704322bdaae9,wifi_speed,medium
a29e13e8-2faf-4f82-b9f0-704322bdaae9,service,low
a29e13e8-2faf-4f82-b9f0-704322bdaae9,comfort,high
a29e13e8-2faf-4f82-b9f0-704322bdaae9,cleanliness,low
13836efb-916c-4238-9156-acaf4698d3f9,ambience,low
13836efb-916c-4238-9156-acaf4698d3f9,comfort,high
13836efb-916c-4238-9156-acaf4698d3f9,service,medium
13836efb-916c-4238-9156-acaf4698d3f9,cleanliness,high
222add46-5fa0-4976-9ab8-ebcc23b00efc,wifi_speed,high
222add46-5fa0-4976-9ab8-ebcc23b00efc,comfort,medium
222add46-5fa0-4976-9ab8-ebcc23b00efc,ambience,low
222add46-5fa0-4976-9ab8-ebcc23b00efc,cleanliness,high
47646aff-0217-46c3-85fa-ef717a4ce00c,service,medium
47646aff-0217-46c3-85fa-ef717a4ce00c,cleanliness,low
47646aff-0217-46c3-85fa-ef717a4ce00c,ambience,high
47646aff-0217-46c3-85fa-ef717a4ce00c,wifi_speed,low
47646aff-0217-46c3-85fa-ef717a4ce00c,comfort,high
9a563884-e459-4cde-9910-3291ede5f770,comfort,medium
9a563884-e459-4cde-9910-3291ede5f770,wifi_speed,high
9a563884-e459-4cde-9910-3291ede5f770,ambience,low
2c6d6099-9485-4f35-9889-59e666f43211,comfort,medium
2c6d6099-9485-4f35-9889-59e666f43211,cleanliness,high
2c6d6099-9485-4f35-9889-59e666f43211,wifi_speed,medium
9c2594d4-0170-470c-ab13-181a2c6e2ede,wifi_speed,medium
9c2594d4-0170-470c-ab13-181a2c6e2ede,ambience,medium
9c2594d4-0170-470c-ab13-181a2c6e2ede,comfort,medium
7e8f6a9f-3fe9-40ed-a0f5-353d70d246ee,cleanliness,low
7e8f6a9f-3fe9-40ed-a0f5-353d70d246ee,comfort,medium
fda97f92-20e5-41d8-82b3-bfcbbfdaccab,service,high
fda97f92-20e5-41d8-82b3-bfcbbfdaccab,comfort,low
fda97f92-20e5-41d8-82b3-bfcbbfdaccab,cleanliness,medium
fda97f92-20e5-41d8-82b3-bfcbbfdaccab,ambience,high
fda97f92-20e5-41d8-82b3-bfcbbfdaccab,wifi_speed,low
8f740f8f-88d7-47ac-9c77-000439270773,wifi_speed,medium
8f740f8f-88d7-47ac-9c77-000439270773,ambience,low
8f740f8f-88d7-47ac-9c77-000439270773,cleanliness,low
8f740f8f-88d7-47ac-9c77-000439270773,service,high
8f740f8f-88d7-47ac-9c77-000439270773,comfort,low
5124377e-e287-4ff4-93fb-74471c0f24b5,service,low
5124377e-e287-4ff4-93fb-74471c0f24b5,wifi_speed,high
5124377e-e287-4ff4-93fb-74471c0f24b5,comfort,medium
4a028579-e7d0-47c7-a587-ffdda434e232,comfort,medium
4a028579-e7d0-47c7-a587-ffdda434e232,service,high
4a028579-e7d0-47c7-a587-ffdda434e232,wifi_speed,high
4a4ea9b1-4875-4f7b-9484-371954fadcb3,cleanliness,high
4a4ea9b1-4875-4f7b-9484-371954fadcb3,service,high
4a4ea9b1-4875-4f7b-9484-371954fadcb3,ambience,medium
fe124374-227e-4a68-ae47-456a3923eaf5,ambience,high
fe124374-227e-4a68-ae47-456a3923eaf5,wifi_speed,high
fe124374-227e-4a68-ae47-456a3923eaf5,cleanliness,medium
a491e8e3-9a8d-4eb5-8892-5d709ed5b4e7,ambience,high
a491e8e3-9a8d-4eb5-8892-5d709ed5b4e7,service,high
a491e8e3-9a8d-4eb5-8892-5d709ed5b4e7,wifi_speed,medium
b039b8ec-e7f0-4dcc-918e-f383385c733f,cleanliness,high
b039b8ec-e7f0-4dcc-918e-f383385c733f,service,medium
6d712e14-d3e9-493b-bf29-e479263cca99,service,medium
6d712e14-d3e9-493b-bf29-e479263cca99,cleanliness,low
a02d9bd4-73ff-4ea2-ba15-cbe75ae7c317,ambience,medium
a02d9bd4-73ff-4ea2-ba15-cbe75ae7c317,cleanliness,low
a02d9bd4-73ff-4ea2-ba15-cbe75ae7c317,service,medium
a02d9bd4-73ff-4ea2-ba15-cbe75ae7c317,comfort,high
dd9101f1-d7df-45b9-b624-db9d1a72cdb0,cleanliness,high
dd9101f1-d7df-45b9-b624-db9d1a72cdb0,comfort,high
dd9101f1-d7df-45b9-b624-db9d1a72cdb0,ambience,medium
dd9101f1-d7df-45b9-b624-db9d1a72cdb0,wifi_speed,medium
7fe41cb5-011d-4f38-bd5c-441f3c974a9b,cleanliness,high
7fe41cb5-011d-4f38-bd5c-441f3c974a9b,ambience,low
7fe41cb5-011d-4f38-bd5c-441f3c974a9b,wifi_speed,high
7fe41cb5-011d-4f38-bd5c-441f3c974a9b,comfort,medium
7fe41cb5-011d-4f38-bd5c-441f3c974a9b,service,low
cd7558ba-12ec-4366-99c4-45fa4e0b7640,ambience,high
cd7558ba-12ec-4366-99c4-45fa4e0b7640,wifi_speed,low
cd7558ba-12ec-4366-99c4-45fa4e0b7640,cleanliness,medium
cd7558ba-12ec-4366-99c4-45fa4e0b7640,service,high
f5ec17df-ab43-4dce-9104-56b406a471ba,ambience,medium
f5ec17df-ab43-4dce-9104-56b406a471ba,cleanliness,high
a3744458-9504-4c86-b4be-0a72e0deac21,cleanliness,high
a3744458-9504-4c86-b4be-0a72e0deac21,wifi_speed,medium
a3744458-9504-4c86-b4be-0a72e0deac21,comfort,medium
a3744458-9504-4c86-b4be-0a72e0deac21,service,high
a3744458-9504-4c86-b4be-0a72e0deac21,ambience,medium
71c754d1-f9e3-430a-b5bc-f4bf9eb33e80,cleanliness,high
71c754d1-f9e3-430a-b5bc-f4bf9eb33e80,service,high
5fc05c72-5c24-4620-a8ec-e0249e1e362f,ambience,high
5fc05c72-5c24-4620-a8ec-e0249e1e362f,comfort,medium
2b1f4bf7-6690-4cf9-adf4-5404df2a812f,cleanliness,high
2b1f4bf7-6690-4cf9-adf4-5404df2a812f,service,high
2b1f4bf7-6690-4cf9-adf4-5404df2a812f,wifi_speed,low
2b1f4bf7-6690-4cf9-adf4-5404df2a812f,ambience,low
2b1f4bf7-6690-4cf9-adf4-5404df2a812f,comfort,medium
b2cccb63-87a8-481f-9af2-4511af51dd4b,service,high
b2cccb63-87a8-481f-9af2-4511af51dd4b,wifi_speed,medium
8d3b3306-6cd6-47d8-983b-4c6b7d470b56,comfort,low
8d3b3306-6cd6-47d8-983b-4c6b7d470b56,service,medium
bccbe783-eb18-480e-8921-e93fc609c159,comfort,medium
bccbe783-eb18-480e-8921-e93fc609c159,cleanliness,high
bccbe783-eb18-480e-8921-e93fc609c159,service,low
bccbe783-eb18-480e-8921-e93fc609c159,ambience,high
bccbe783-eb18-480e-8921-e93fc609c159,wifi_speed,medium
147b5dda-f2d5-467f-b1ea-e39b24e9367b,service,medium
147b5dda-f2d5-467f-b1ea-e39b24e9367b,ambience,medium
147b5dda-f2d5-467f-b1ea-e39b24e9367b,cleanliness,high
147b5dda-f2d5-467f-b1ea-e39b24e9367b,comfort,low
a1c40b01-7cce-4939-858d-62f253a658ec,ambience,medium
a1c40b01-7cce-4939-858d-62f253a658ec,service,high
b81db075-3b49-4953-83f1-367149249db3,ambience,low
b81db075-3b49-4953-83f1-367149249db3,wifi_speed,medium
926fba5e-f993-413e-a1b1-1740d888e62d,service,high
926fba5e-f993-413e-a1b1-1740d888e62d,cleanliness,medium
926fba5e-f993-413e-a1b1-1740d888e62d,ambience,low
926fba5e-f993-413e-a1b1-1740d888e62d,wifi_speed,medium
672528f9-1f06-4fbe-ac81-fb981077da42,comfort,high
672528f9-1f06-4fbe-ac81-fb981077da42,ambience,high
672528f9-1f06-4fbe-ac81-fb981077da42,service,high
672528f9-1f06-4fbe-ac81-fb981077da42,wifi_speed,low
8961e22d-e0dc-4829-975c-4cc668c1cb1c,wifi_speed,medium
8961e22d-e0dc-4829-975c-4cc668c1cb1c,ambience,high
8961e22d-e0dc-4829-975c-4cc668c1cb1c,service,low
8961e22d-e0dc-4829-975c-4cc668c1cb1c,cleanliness,medium
8961e22d-e0dc-4829-975c-4cc668c1cb1c,comfort,high
d736e72e-23b7-4135-9f1b-284ab7b8f309,comfort,low
d736e72e-23b7-4135-9f1b-284ab7b8f309,wifi_speed,high
ce577d45-084d-4949-b804-16a410935bdf,wifi_speed,low
ce577d45-084d-4949-b804-16a410935bdf,ambience,medium
ce577d45-084d-4949-b804-16a410935bdf,service,low
ce577d45-084d-4949-b804-16a410935bdf,comfort,medium
ce577d45-084d-4949-b804-16a410935bdf,cleanliness,medium
5f59a02a-2c2a-45e3-b41f-a2c7f3731cca,cleanliness,low
5f59a02a-2c2a-45e3-b41f-a2c7f3731cca,wifi_speed,high
b3eab84b-75ce-4668-9605-4cb39aa68663,cleanliness,low
b3eab84b-75ce-4668-9605-4cb39aa68663,ambience,low
b3eab84b-75ce-4668-9605-4cb39aa68663,wifi_speed,medium
b3eab84b-75ce-4668-9605-4cb39aa68663,service,high
b3eab84b-75ce-4668-9605-4cb39aa68663,comfort,low
7eb22e53-f21f-4875-bdc6-3d12028d7c1a,comfort,low
7eb22e53-f21f-4875-bdc6-3d12028d7c1a,cleanliness,high
4650edd7-c77f-43a0-96c1-1f9b2a370ede,comfort,medium
4650edd7-c77f-43a0-96c1-1f9b2a370ede,cleanliness,medium
77f35372-b95e-4fda-b3a8-9693e46102d5,service,high
77f35372-b95e-4fda-b3a8-9693e46102d5,comfort,low
77f35372-b95e-4fda-b3a8-9693e46102d5,ambience,medium
77f35372-b95e-4fda-b3a8-9693e46102d5,wifi_speed,high
2cd0ac40-c5c2-4374-8e97-f1cba3c4cd60,cleanliness,high
2cd0ac40-c5c2-4374-8e97-f1cba3c4cd60,ambience,low
2cd0ac40-c5c2-4374-8e97-f1cba3c4cd60,wifi_speed,low
ad59218d-87c5-47ec-919d-d2919ad63986,ambience,high
ad59218d-87c5-47ec-919d-d2919ad63986,wifi_speed,low
ad59218d-87c5-47ec-919d-d2919ad63986,service,medium
ad59218d-87c5-47ec-919d-d2919ad63986,comfort,high
ad59218d-87c5-47ec-919d-d2919ad63986,cleanliness,low
7672d10e-948d-446b-872b-b872aa20fc5e,ambience,low
7672d10e-948d-446b-872b-b872aa20fc5e,wifi_speed,low
7672d10e-948d-446b-872b-b872aa20fc5e,cleanliness,high
7672d10e-948d-446b-872b-b872aa20fc5e,service,high
9bccc600-4fbb-4065-84f3-9a8e62f0ab3c,cleanliness,high
9bccc600-4fbb-4065-84f3-9a8e62f0ab3c,ambience,medium
9bccc600-4fbb-4065-84f3-9a8e62f0ab3c,service,low
9bccc600-4fbb-4065-84f3-9a8e62f0ab3c,wifi_speed,medium
9bccc600-4fbb-4065-84f3-9a8e62f0ab3c,comfort,low
944e8683-842a-4590-b436-deddc7ee241d,wifi_speed,medium
944e8683-842a-4590-b436-deddc7ee241d,comfort,low
944e8683-842a-4590-b436-deddc7ee241d,service,high
944e8683-842a-4590-b436-deddc7ee241d,ambience,low
eea1a9cb-6442-4d0a-85ae-b1531f86e844,cleanliness,high
eea1a9cb-6442-4d0a-85ae-b1531f86e844,comfort,high
858fde61-e193-45a0-a94d-6b814aed68f1,comfort,high
858fde61-e193-45a0-a94d-6b814aed68f1,ambience,low
f3360add-679a-4537-ae47-38a0e56ece87,ambience,medium
f3360add-679a-4537-ae47-38a0e56ece87,service,high
f3360add-679a-4537-ae47-38a0e56ece87,comfort,low
5769aaa8-3492-4a52-beea-a2607fa34285,comfort,low
5769aaa8-3492-4a52-beea-a2607fa34285,ambience,medium
3ef09424-36ed-440b-9021-79079d639575,comfort,high
3ef09424-36ed-440b-9021-79079d639575,cleanliness,low
3ef09424-36ed-440b-9021-79079d639575,wifi_speed,low
3ef09424-36ed-440b-9021-79079d639575,ambience,low
6c557922-e468-40f7-a0a9-0ca57f7d1f81,wifi_speed,low
6c557922-e468-40f7-a0a9-0ca57f7d1f81,comfort,high
6c557922-e468-40f7-a0a9-0ca57f7d1f81,ambience,low
6c557922-e468-40f7-a0a9-0ca57f7d1f81,cleanliness,low
6c557922-e468-40f7-a0a9-0ca57f7d1f81,service,low
ae88e80d-6635-4643-9a5e-0f5cf1f56ed3,service,low
ae88e80d-6635-4643-9a5e-0f5cf1f56ed3,comfort,medium
ae88e80d-6635-4643-9a5e-0f5cf1f56ed3,ambience,medium
ae88e80d-6635-4643-9a5e-0f5cf1f56ed3,cleanliness,low
0235604b-d6ce-40cb-a306-6aded08b3fc8,cleanliness,low
0235604b-d6ce-40cb-a306-6aded08b3fc8,ambience,high
43215082-0657-499e-908a-dd7537419c53,wifi_speed,medium
43215082-0657-499e-908a-dd7537419c53,cleanliness,high
43215082-0657-499e-908a-dd7537419c53,ambience,medium
43215082-0657-499e-908a-dd7537419c53,service,high
43215082-0657-499e-908a-dd7537419c53,comfort,low
ae496140-1b7b-4e6a-bc3c-cd9259a5bc22,ambience,medium
ae496140-1b7b-4e6a-bc3c-cd9259a5bc22,cleanliness,low
ae496140-1b7b-4e6a-bc3c-cd9259a5bc22,service,low
ae496140-1b7b-4e6a-bc3c-cd9259a5bc22,comfort,high
ae496140-1b7b-4e6a-bc3c-cd9259a5bc22,wifi_speed,low
551ed00e-d8fd-4fcc-aa1e-b43b0ac2ce99,wifi_speed,medium
551ed00e-d8fd-4fcc-aa1e-b43b0ac2ce99,ambience,low
551ed00e-d8fd-4fcc-aa1e-b43b0ac2ce99,service,medium
a7cdff8d-7f67-413e-a4c1-f0e707cd6a8d,service,medium
a7cdff8d-7f67-413e-a4c1-f0e707cd6a8d,comfort,low
a7cdff8d-7f67-413e-a4c1-f0e707cd6a8d,cleanliness,high
660195a5-78ad-41c8-94af-d59b43df82ac,ambience,high
660195a5-78ad-41c8-94af-d59b43df82ac,service,medium
660195a5-78ad-41c8-94af-d59b43df82ac,comfort,high
660195a5-78ad-41c8-94af-d59b43df82ac,cleanliness,medium
eb5bef53-807d-467b-83af-6cff03ab1257,ambience,high
eb5bef53-807d-467b-83af-6cff03ab1257,wifi_speed,low
eb5bef53-807d-467b-83af-6cff03ab1257,service,high
eb5bef53-807d-467b-83af-6cff03ab1257,comfort,high
ea264ddd-2284-46f1-b91e-beeb10555e71,service,low
ea264ddd-2284-46f1-b91e-beeb10555e71,wifi_speed,low
ea264ddd-2284-46f1-b91e-beeb10555e71,ambience,high
ea264ddd-2284-46f1-b91e-beeb10555e71,comfort,medium
ea264ddd-2284-46f1-b91e-beeb10555e71,cleanliness,low
fb983ec2-f1e7-436a-8e91-dbf17a27170f,service,low
fb983ec2-f1e7-436a-8e91-dbf17a27170f,wifi_speed,medium
1724b69f-4594-4f99-b163-9eff5fb76528,wifi_speed,low
1724b69f-4594-4f99-b163-9eff5fb76528,cleanliness,low
61dcd5e1-81ae-48aa-9faa-0795cee962e1,cleanliness,high
61dcd5e1-81ae-48aa-9faa-0795cee962e1,wifi_speed,low
61dcd5e1-81ae-48aa-9faa-0795cee962e1,comfort,medium
5f49ecf5-2bac-4ade-965d-ed11dad46fcd,service,high
5f49ecf5-2bac-4ade-965d-ed11dad46fcd,wifi_speed,high
5f49ecf5-2bac-4ade-965d-ed11dad46fcd,comfort,low
5f49ecf5-2bac-4ade-965d-ed11dad46fcd,ambience,high
5f49ecf5-2bac-4ade-965d-ed11dad46fcd,cleanliness,medium
27381985-319b-4495-bd53-960d7efe3adc,comfort,high
27381985-319b-4495-bd53-960d7efe3adc,wifi_speed,medium
aa538e2a-37a9-46ae-b18d-7a4c7ee45950,cleanliness,high
aa538e2a-37a9-46ae-b18d-7a4c7ee45950,service,medium
6a62769e-bb97-4c0f-ae38-d7c29d4bfa37,comfort,high
6a62769e-bb97-4c0f-ae38-d7c29d4bfa37,wifi_speed,low
1d5b19d8-95d7-4891-9e98-2f45be1c806f,wifi_speed,high
1d5b19d8-95d7-4891-9e98-2f45be1c806f,service,medium
1d5b19d8-95d7-4891-9e98-2f45be1c806f,ambience,medium
c5647ae5-80c4-4719-b86f-3a54ed5f44c9,wifi_speed,medium
c5647ae5-80c4-4719-b86f-3a54ed5f44c9,service,low
c5647ae5-80c4-4719-b86f-3a54ed5f44c9,comfort,low
c5647ae5-80c4-4719-b86f-3a54ed5f44c9,cleanliness,low
5e976c6a-9c17-4e7b-888c-639d65a67195,service,low
5e976c6a-9c17-4e7b-888c-639d65a67195,comfort,low
5e976c6a-9c17-4e7b-888c-639d65a67195,ambience,low
3c13c3b5-ca3e-48a2-8886-3c5121f40f97,cleanliness,high
3c13c3b5-ca3e-48a2-8886-3c5121f40f97,comfort,high
3c13c3b5-ca3e-48a2-8886-3c5121f40f97,wifi_speed,medium
