wifi_spot_id,wifi_spot_name,wifi_spot_latitude,wifi_spot_longitude,wifi_spot_description,wifi_spot_air_conditioning,wifi_spot_child_friendly,wifi_spot_covered_area,wifi_spot_crowded,wifi_spot_disabled_access,wifi_spot_good_view,wifi_spot_noise_level,wifi_spot_signal_strength,wifi_spot_wifi_quality,wifi_spot_bandwidth_limitations,wifi_spot_location_type,wifi_spot_management,wifi_spot_available_power_outlets,wifi_spot_charging_stations,wifi_spot_pet_friendly,wifi_spot_food_options,wifi_spot_drink_options,wifi_spot_restrooms_available,wifi_spot_parking_availability,wifi_spot_user_id,wifi_spot_create_date_time,wifi_spot_address_line_1,wifi_spot_address_line_2,wifi_spot_address_city,wifi_spot_address_district,wifi_spot_address_country,wifi_spot_address_zip_code
da894763-4a60-4357-ae30-d9f7113f837b,Neto Nogueira S.A.,-40.959991,175.642990,Voluptas ratione cumque a qui autem.,True,False,False,False,False,True,2,0,1,True,6,0,True,False,False,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-09-01 10:55:24,Largo Coronel Vítor Alves, 697,,Santiago do Cacém,Santarém,Etiópia,5843-988
3c25f5cd-9500-4143-8027-d02983779cf2,Gaspar,-21.481073,-46.973873,Animi aliquid dicta iste sequi temporibus.,False,True,False,False,True,False,0,2,2,True,1,1,True,False,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-12-04 02:36:02,Alameda de Monteiro, 66,,Santarém,Santarém,Niue,0841-901
62414f9d-d672-4dc9-938d-2bf96174f544,Loureiro,-27.1400415,16.270535,Minus quisquam possimus ipsum.,False,False,True,False,False,True,0,1,2,False,3,1,False,False,False,True,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-10-26 21:25:41,Praça Valentim Matos, 6,,Ribeira Grande,Faro,Níger,7103-944
c13d605f-6ba2-4506-a03f-198976dceec6,Anjos e Filhos,-68.6271495,88.017352,Expedita iste odit facilis doloribus molestiae.,False,False,False,False,False,True,0,2,1,False,6,2,True,True,False,False,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2025-03-26 01:33:35,Alameda de Pires, 41,,Macedo de Cavaleiros,Coimbra,Finlândia,4527-654
24fcf369-cb90-4dd6-acbe-19cdfbf29537,Santos,-48.460057,-35.792936,Minus debitis molestias cum illum.,False,True,True,False,False,False,3,2,0,False,1,1,True,False,True,True,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-02-26 09:36:16,Avenida Nunes, 48,,Vila Franca de Xira,Viana do Castelo,Jamaica,5446-909
93e60e31-a245-4c7c-822d-e5ed91730275,Cunha S/A,-60.1152345,154.474491,Tenetur laborum quisquam necessitatibus.,False,True,True,True,False,True,2,1,0,False,3,0,True,True,False,True,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-11-18 13:51:37,R. José António Marques, 4,,Quarteira,Santarém,Cazaquistão,6366-102
708f97b2-b908-46d5-9f81-b731994e9293,Garcia,79.3147675,70.691778,Harum quo eum vero maxime eaque mollitia.,True,True,True,False,True,False,2,2,1,True,6,2,True,False,True,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-12-17 12:46:22,Av Carvalho, 21,,Ermesinde,Viana do Castelo,Sérvia,6733-801
69bc7727-b686-4af3-8727-68395c87b77a,Gonçalves,52.1701415,138.068964,Ut nemo placeat odio a et adipisci.,False,False,True,False,False,True,1,2,0,False,0,2,False,False,False,False,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-04-24 19:15:21,Praça Freitas, 48,,Olhão,Leiria,Samoa Americana,2311-453
d8b8b75c-c9ec-44bb-aefd-afd692d18a8c,Sá e Filhos,36.6391865,144.235960,Distinctio alias veniam ab.,False,True,True,False,True,True,0,0,1,False,4,1,True,False,False,False,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-11-20 21:39:05,Praça de Machado, S/N,,Santo Tirso,Faro,Quirguizistão,5647-585
b96aada2-f320-44a7-8416-dddbfa966922,Cruz,0.807319,-58.589890,Ea voluptas optio eligendi.,False,True,True,False,False,True,1,1,1,False,1,0,False,True,True,False,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-05-26 13:24:32,Largo Abreu, 32,,Santana,Setúbal,Mongólia,1569-530
3983064c-28aa-4a7c-bd13-662da6570320,Branco,47.163503,-134.862169,Vel possimus et nisi atque alias unde dicta.,False,False,False,True,False,False,1,1,1,False,1,0,True,True,True,True,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-08-29 08:29:20,Alameda Renato Assunção, 2,,Vila do Conde,Viseu,Paraguai,0667-623
255e6362-aea4-4bc9-ac6a-df6b1a9902fd,Fernandes,-43.871608,148.822713,Ipsum eos cupiditate quas repudiandae.,True,True,True,False,True,False,2,1,2,False,3,2,False,True,True,False,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-10-20 15:28:09,Largo Almeida, 87,,Caldas da Rainha,Faro,Omã,2797-163
9857656e-6e48-4c6b-9cd2-6aae2000ee8c,Lourenço Gaspar Lda.,35.9414835,117.188024,Occaecati soluta molestiae.,True,False,True,False,True,True,3,1,1,True,4,1,True,False,False,True,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2025-03-08 02:10:14,Praça de Campos, 37,,Cantanhede,Bragança,Nova Zelândia,2547-558
722481f5-ab96-4209-bfc3-dd922ea6d755,Carvalho e Filhos,-80.600034,111.340318,Deserunt velit voluptates quisquam ipsa.,True,True,False,False,True,False,1,2,2,False,6,2,True,False,True,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-02-29 18:24:13,Praça de Martins, 6,,Portimão,Porto,Albânia,7858-801
350ec859-bcbd-4d79-b858-160c105e58ab,Faria Pinheiro S.A.,-37.102104,148.346773,Sed eligendi vel.,False,False,True,False,True,False,2,2,2,True,1,1,False,False,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-10-03 12:37:50,Alameda Moreira, 3,,Valbom,Porto,Chade,2684-282
18006691-e15b-482e-8c8d-963b3606226d,Pereira Lda.,-47.7457595,49.919484,Totam esse ea quos minus ea fuga.,True,True,True,False,True,True,0,1,2,True,1,2,False,True,False,False,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-01-26 21:53:38,R. Mariana Anjos, S/N,,Pinhel,Coimbra,Argélia,6170-297
ef901ee6-aaa7-4b16-bcc3-eaac0dc4012d,Cardoso,68.5685595,-140.542853,Illo fuga pariatur reiciendis atque.,True,True,True,True,True,True,0,1,1,False,5,1,False,False,False,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-02-20 03:24:55,Av Paiva, S/N,,Mêda,Porto,Quiribáti,2407-798
86927ae5-0969-45fb-afcb-16f0a82d73c9,Leite,-85.937458,86.965776,Cum id nihil expedita.,True,False,True,True,False,False,1,0,1,False,4,1,False,False,False,False,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-10-04 22:29:16,Alameda de Ribeiro, 44,,Vila Real de Santo António,Setúbal,Emiratos Árabes Unidos,4538-692
6db45ca5-7e02-4bad-b8d0-dcff649cd67a,Gomes,-50.9914095,170.195444,Placeat in unde dolor facilis nemo facilis.,True,False,True,False,False,True,2,2,0,True,2,0,True,True,False,True,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-07-08 12:49:14,Avenida de Tavares, 793,,Paredes,Aveiro,Guiana,3457-362
a27228d0-a166-4d4b-9705-d431ca90c0c8,Vieira,9.2634095,-68.060430,Sed incidunt earum eum dicta dicta.,False,True,True,True,False,True,0,1,1,True,4,1,True,True,True,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-07-22 00:53:46,Largo Érica Guerreiro, 17,,Fiães,Setúbal,União Europeia,0316-132
86e35a89-c9d7-4e59-8a81-bf13b8c4c25f,Pinheiro,-40.9359345,-84.975452,Labore vel nam optio alias.,True,True,False,False,True,False,2,0,1,False,4,0,True,True,False,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-09-13 12:13:19,Travessa Clara Torres, 881,,Almada,Porto,Afeganistão,8601-616
f74e1b01-de75-4568-a71b-3ba98a05314c,Anjos,3.822907,129.176795,Odit magnam quod molestiae occaecati fugiat.,True,False,True,True,False,False,1,2,2,False,6,0,True,False,True,False,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2025-04-09 21:58:16,Largo Simões, 4,,Évora,Setúbal,Tajiquistão,8092-419
f6ac9cee-b03c-4160-98d3-05f7a927dc2d,Oliveira,-86.862394,126.948355,Rerum recusandae asperiores doloremque.,True,False,False,True,True,False,2,1,1,True,4,1,False,False,True,False,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-12-18 12:45:17,Alameda Fernandes, 67,,Tarouca,Évora,Indonésia,9427-029
a85c3497-5792-49ba-ae90-b1fd180c44c6,Magalhães,51.9754325,-3.109956,Repudiandae magni iusto corrupti velit neque.,False,True,False,False,True,False,2,1,1,True,2,0,True,False,False,False,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-12-04 15:54:06,Largo Faria, S/N,,São Salvador de Lordelo,Bragança,Áustria,7721-494
c0d3065a-6d4a-422a-8cd1-d85ce4718cbc,Vaz Leite Lda.,65.813843,21.893150,Enim nam laboriosam ipsam quod quam.,False,True,True,False,False,False,3,1,2,True,1,1,True,False,False,False,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-07-11 00:29:49,Travessa Diana Branco, 418,,Vila Nova de Famalicão,Bragança,Domínica,2276-691
f97b3c28-90b0-4f51-afa9-a09c7601315f,Lourenço,68.447406,-88.745406,Magnam ipsam rem fugit odio iusto quod pariatur.,False,True,False,True,False,False,3,2,2,True,5,2,False,True,False,False,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2025-03-28 11:51:45,Travessa Ismael Carneiro, 156,,Angra do Heroísmo,Castelo Branco,Taiwan,0492-810
6ce08c9c-61ed-4fbd-b9a7-b99e30d40d92,Pinho,-12.9580605,-9.752697,Tempore ducimus nostrum expedita.,False,False,True,True,True,True,0,2,1,True,3,1,False,False,True,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-04-12 17:04:49,Largo Lara Campos, S/N,,Vila Franca de Xira,Braga,Rússia,8500-320
6367025b-8e0a-414e-8847-c71f51923d69,Ribeiro,-54.3511935,144.625717,Numquam reiciendis fugiat quis quos repellat.,False,False,False,True,True,False,1,2,2,True,3,2,True,True,False,False,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-09-28 03:49:19,Avenida dos Ferreiros, 370,,Seia,Faro,Mónaco,8339-383
6fe0218b-ab42-402c-bb13-c6202af17b83,Nogueira Anjos e Filhos,23.0338685,-117.298620,Rerum dolores odit incidunt distinctio.,True,True,False,True,True,True,0,1,0,False,3,2,True,True,False,False,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-01-21 22:04:46,Largo de Guerreiro, 994,,Vila Nova de Famalicão,Braga,Guiné-Bissau,5080-099
72ce74d5-4917-4fb9-8f1b-d4df2c1cd41a,Esteves,-41.535633,23.239581,Minima consequatur atque.,False,True,True,True,True,True,2,2,1,False,0,2,False,False,True,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-03-13 13:38:41,Alameda Frederico Sá, 61,,Gouveia,Guarda,Coral Sea Islands,7342-045
f6aab4c2-405f-484c-9ff3-ff4ca3a8e628,Lourenço e Filhos,4.216121,-128.510001,Cumque facere et nesciunt vitae libero iure.,False,True,False,True,False,False,2,1,1,True,6,2,True,False,True,False,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-10-31 07:55:35,Travessa Artur Pires, 84,,Valbom,Aveiro,Gabão,3595-694
0722e5e2-39de-41d4-a375-6f455705bb72,Almeida Pinho Lda.,-19.863818,60.873995,Nobis esse assumenda.,True,False,True,True,False,True,2,1,0,False,4,1,True,False,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-10-20 15:20:23,Alameda de Pacheco, S/N,,Fátima,Setúbal,Antilhas Neerlandesas,5128-279
49403c74-53d5-46ab-9114-33222939a2bd,Silva Carneiro S/A,-88.8112295,60.609076,Ipsum exercitationem qui nostrum. Ut quo ullam.,True,True,False,False,False,False,1,2,0,True,4,2,False,True,True,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-03-23 20:32:35,Rua de Mendes, 30,,Santa Cruz,Viana do Castelo,Marrocos,5208-567
119ea49c-d53c-409f-af87-b2096d520e0a,Gonçalves e Filhos,-64.8973935,117.368794,Facere excepturi dignissimos alias eos enim enim.,False,True,True,False,True,True,1,2,2,False,2,0,False,False,False,False,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-09-20 16:20:45,R. Vieira, S/N,,Vila Nova de Santo André,Portalegre,Nova Caledónia,9281-086
cc0311f7-8b2a-4a06-ae4e-836e803b08c2,Leite Figueiredo S/A,-87.479266,-112.972220,Vero corrupti tempore ipsa ex.,False,False,True,False,False,False,0,1,1,True,6,0,False,True,False,False,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-08-04 13:02:52,Alameda Faria, 35,,Rebordosa,Bragança,Zâmbia,4106-047
0d254595-4789-4fe5-b422-773eb38bb01c,Abreu S/A,4.7517705,142.184267,Tenetur officia velit nam facere deleniti id.,True,True,False,True,False,False,1,0,0,True,4,0,True,True,True,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-03-01 11:30:41,Praça de Fernandes, 35,,Rio Maior,Setúbal,Omã,8356-356
f031b633-2722-42d1-a690-5fae7e621dc1,Pinheiro S.A.,-35.4944275,113.556026,Voluptates itaque accusantium sed repellat totam.,False,False,False,False,False,False,0,1,2,False,3,2,False,True,True,False,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-11-11 04:57:07,Av Cardoso, 33,,Rio Tinto,Aveiro,Ilhas Falkland,1269-731
2018d430-98e3-4e51-9d68-1daa50b01af2,Rodrigues e Filhos,-75.8285245,-7.215398,Vel nihil odio mollitia enim aliquam.,True,True,True,False,True,False,2,0,2,True,1,2,False,True,True,True,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-11-10 03:43:36,R. Afonso Vaz, 48,,Albufeira,Aveiro,Gaza Strip,5563-162
1fa0a2e4-cee0-420f-a8ea-d68febd03e60,Matos Marques Lda.,-38.7305895,139.086441,Maxime repudiandae odio dolorem magnam a.,True,True,True,True,False,False,3,1,0,True,3,2,True,False,True,False,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-04-23 08:51:58,Alameda de Fernandes, S/N,,Oliveira do Bairro,Castelo Branco,Emiratos Árabes Unidos,1698-960
77abb4e6-23fa-44c8-98d3-f4fc54963fd9,Domingues Lourenço e Filhos,73.2426825,140.681070,Rerum a provident nostrum optio ab.,False,True,True,True,False,True,1,1,0,False,1,0,True,False,False,False,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-09-16 07:23:40,Praça João Rodrigues, 669,,Olhão,Porto,Cuba,1915-227
12345345-6016-4233-9a5a-53b2134c50bf,Cunha Lda.,-89.0790695,-8.050301,Et eos nihil. At rem ad ipsa recusandae totam id.,False,False,True,False,True,False,0,2,2,False,0,0,True,True,False,False,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-05-10 17:19:29,Alameda Freitas, 1,,Guarda,Castelo Branco,Monserrate,4053-702
8d218d62-1041-4a67-8516-5b15750bdbed,Anjos,-64.043073,-124.342219,Blanditiis delectus quia nihil esse.,True,True,True,True,True,True,2,2,0,False,1,2,True,False,True,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-12-09 19:08:57,Largo Valentim Borges, 603,,Fátima,Guarda,Coral Sea Islands,6179-626
85eb1961-4c8d-4abb-9913-018bb6bf5fb3,Carneiro,-19.5413025,10.308373,Quisquam asperiores dolor nobis.,True,False,False,False,False,True,3,1,2,False,6,0,False,True,True,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-01-27 05:58:24,Rua dos Pardais, 38,,Almeirim,Braga,Quénia,2889-687
f9d3f368-3fc9-4cc8-9371-344f93995d3f,Abreu Loureiro Lda.,61.494501,-164.337981,Provident porro ducimus iusto consectetur.,True,True,False,False,False,False,0,0,1,True,3,1,False,True,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-06-12 19:06:15,Alameda de Santos, 352,,Macedo de Cavaleiros,Guarda,Jamaica,8791-077
766faac0-f098-4e3a-ac4f-e32f1b715e0e,Valente Carvalho e Filhos,30.025393,-4.558284,Est voluptates pariatur molestias tenetur quasi.,True,False,True,False,False,False,0,0,0,False,5,2,True,True,True,True,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-07-15 21:30:08,Av de Faria, 3,,Mealhada,Porto,Irão,1421-889
79cf31ca-1077-4353-82b8-fa24fec690d9,Mota,-8.595799,-69.071858,Quam esse atque eos.,True,True,False,True,False,False,2,2,2,False,2,2,True,True,False,False,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-10-01 12:39:23,Rua de Basílio Teles, 99,,Santarém,Viseu,Portugal,2027-416
948cc687-36f8-4012-ad7c-3512b4f75cfc,Andrade,10.7498125,51.596410,Molestiae perferendis ea voluptatum.,True,True,True,False,False,True,0,1,2,False,6,0,True,True,True,True,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-05-27 20:31:10,Praça de Mota, S/N,,Vila Nova de Foz Côa,Vila Real,Noruega,7577-529
3d97acbc-b94a-4993-8ddd-944eb8adf8a2,Tavares S/A,85.7109265,-81.894720,Sequi minus minus molestiae.,False,True,False,True,False,True,3,0,0,False,3,1,True,False,True,False,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-02-22 23:14:32,Av Reis, 46,,Faro,Porto,Equador,8606-260
4bf1a15c-0f48-429e-949a-7645af3940dd,Lima,-48.201345,167.506782,Ipsam omnis fugiat.,True,False,False,True,True,True,1,0,2,True,4,1,False,True,True,False,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-03-17 17:40:32,Rua Moura, 38,,Vila Real de Santo António,Viseu,Porto Rico,9040-206
c3a57e12-5bc2-47cb-8db5-a00b6e007b76,Pires,41.7658045,92.991632,Quod tempora ratione necessitatibus.,False,False,False,False,False,True,3,0,1,False,2,0,False,False,True,False,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-09-17 18:55:34,Rua de Guerreiro, S/N,,Reguengos de Monsaraz,Castelo Branco,São Pedro e Miquelon,8839-274
8041fd95-ad29-4016-aec6-6af3ba27e5a8,Teixeira,-47.8883355,-21.228220,Sapiente non rem voluptates.,True,False,True,True,False,True,0,2,0,True,0,2,True,True,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-10-15 12:40:11,Praça de Leite, 6,,Oliveira de Azeméis,Aveiro,Quénia,4808-620
3c6785e5-bc66-4320-a394-419bc4ea8692,Pinto,39.6553615,-125.966564,Consectetur cupiditate occaecati commodi.,True,False,False,True,False,True,0,0,2,False,5,0,True,False,False,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-12-22 09:02:02,Largo Freitas, 7,,Fátima,Bragança,Equador,6162-526
e1003901-c73a-4de9-bd65-92ec92b92f79,Tavares Martins S.A.,53.028008,118.793067,Ullam quia rem doloremque delectus molestiae.,False,False,False,False,False,False,3,1,2,False,4,2,False,False,True,False,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-09-01 08:53:26,Largo de Matos, S/N,,Sintra,Viana do Castelo,Guiné,4546-741
466e9670-95c5-408a-8090-c1bd092bfbf6,Nascimento,-46.458014,121.056914,Accusantium voluptatem odio dolores dolor.,False,False,False,False,True,False,2,1,0,False,1,2,True,True,True,True,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-07-22 05:22:05,Avenida de Santos, S/N,,Vila Franca de Xira,Porto,Birmânia,0768-118
20a08b2d-087c-4a06-97fc-0e5f8e3bf08b,Assunção Miranda e Filhos,-66.167435,64.903363,Vero unde quasi esse possimus.,True,False,False,False,True,True,3,1,1,False,5,2,False,True,False,True,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-08-20 02:02:12,Praça Ivan Sá, 3,,Praia da Vitória,Faro,Nauru,4901-446
4b077765-babd-4ba9-bdf6-6e5ff8b52f24,Nascimento Silva e Filhos,35.0600745,80.848744,Est deserunt totam odit deleniti.,True,False,True,False,False,True,0,1,0,False,6,0,False,True,False,True,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-06-04 06:24:51,R. de Pinho, 73,,Entroncamento,Vila Real,Ilhas Caimão,9393-110
483f65eb-40d7-4924-a4ce-19890b247c83,Pacheco Freitas Lda.,25.369879,136.242112,Earum in illum reiciendis.,False,True,True,False,False,True,0,2,1,False,2,2,False,True,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-06-01 16:16:42,Travessa de Pinheiro, 49,,Seixal,Setúbal,Ilhas Turcas e Caicos,8242-897
7af43d6c-be5c-4639-9527-979601e4e498,Cardoso,70.3493815,171.143582,Dicta a porro veritatis esse laboriosam neque.,True,True,True,False,False,False,2,2,1,True,4,1,False,False,True,True,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-01-28 11:04:01,Alameda de Lima, 47,,Pombal,Portalegre,Itália,7756-955
df6587d5-08d0-4e29-a6ca-84af7c50986c,Martins,-71.599257,103.393352,Fugiat libero aut ipsam harum itaque.,False,True,False,False,True,True,2,0,2,True,6,2,False,False,False,False,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2025-03-18 07:04:58,Rua dos Flamingos, 735,,Fafe,Aveiro,Ilha Norfolk,9527-593
68afbddc-0ad8-41bf-94f7-f72291650522,Reis e Filhos,6.3643225,-150.609524,Ut placeat voluptatibus quod fugit beatae.,True,False,False,False,False,False,2,0,1,True,0,2,False,False,False,True,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-02-09 23:45:50,Largo de Pinheiro, 30,,Santo Tirso,Braga,Uruguai,8271-687
c0e8f4b9-0e07-4734-a366-fa651aee2f75,Garcia S/A,-6.077341,77.956904,Officia odit eius facilis delectus.,False,True,False,False,True,False,0,0,0,True,4,0,True,True,False,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-12-01 21:58:13,Praça do Ródano, 615,,Setúbal,Viseu,Niue,7583-645
10bb0818-8c84-4834-b7ac-36c77ea0e378,Lopes Melo Lda.,-56.849225,-69.508042,Nisi nam error beatae voluptatibus nostrum quia.,False,False,False,False,True,False,2,0,1,False,4,2,False,False,True,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-01-29 09:44:13,Alameda Pinho, 4,,Gondomar,Castelo Branco,Costa Rica,9286-832
bf704ffe-a9c1-4258-88f3-50174e710eb9,Neves,33.0068115,-21.703537,Sed debitis aliquid commodi quo voluptas.,False,True,True,False,False,True,2,2,1,False,1,0,True,False,True,False,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-07-28 22:38:21,Alameda do Adro, 57,,Esmoriz,Guarda,Tunísia,9657-732
70f59626-1aae-44c1-8526-7efd1626ae56,Torres,82.413164,-36.769699,Natus consectetur dolorem similique quis.,False,True,True,False,False,False,1,2,1,True,3,0,False,True,True,False,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2025-01-30 13:24:05,Largo Gustavo Neves, 11,,Lamego,Braga,Maurícia,0137-372
e19ecca7-7495-42c7-b7ba-d220f07f413f,Cruz,-14.5789265,-138.043670,Dolores minima atque consequatur.,True,True,True,True,False,True,0,2,1,True,4,1,True,False,False,False,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-05-29 05:55:28,Largo de Camilo, S/N,,Ovar,Setúbal,Maurícia,4570-612
24cc00ce-74a4-46e5-9fe7-66af95c9776c,Esteves,39.3162665,123.420239,Consequuntur optio iste voluptatem eos ab.,False,False,True,False,True,False,1,0,2,True,5,1,True,False,False,True,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-05-27 14:18:35,Alameda Edgar Araújo, 58,,Cantanhede,Braga,Catar,1622-956
0807d97a-3e00-43a3-bd1f-8e632cd12b07,Azevedo,67.398850,-91.497232,Nesciunt cumque eveniet excepturi veritatis.,True,False,True,False,True,False,2,2,1,True,5,2,True,True,False,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-01-01 15:48:54,Praça Renato Leal, 26,,Cantanhede,Portalegre,Baamas,2569-764
dfd1dec3-5a69-4f59-adee-b79c1dee52d5,Carvalho Lda.,-60.640299,162.104156,Pariatur quas quaerat adipisci eum molestiae.,True,False,False,True,True,False,3,0,2,True,1,2,True,True,True,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-07-20 19:11:03,Avenida de Garcia, 91,,Tarouca,Viana do Castelo,Akrotiri,1503-666
080e932c-3bf6-4f9d-8950-88fc23d4f12b,Baptista S.A.,47.662099,-84.532775,Tempore eveniet ipsam minus dolore enim.,False,False,False,True,True,True,3,0,1,False,2,2,False,False,False,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-10-26 12:48:24,Rua Cruz, 57,,Olhão,Guarda,Vanuatu,1610-461
f077f64c-8e29-44c5-b137-d4425a028cf6,Nunes S.A.,-2.7157095,-34.875325,Iusto totam autem beatae.,True,False,True,True,True,True,2,2,1,False,1,0,True,False,True,False,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-12-25 09:57:59,Rua Madalena Valente, S/N,,Paços de Ferreira,Faro,Paracel Islands,1640-803
6c9424de-e9d4-4d74-87e4-bba6c0609e2c,Antunes,19.717514,22.502678,Error eos vitae maiores ratione assumenda aut.,True,True,False,False,True,True,2,0,1,False,0,1,True,False,True,False,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-02-21 12:36:04,Rua Guilherme Machado, 77,,Lourosa,Coimbra,Nauru,7299-260
7aeead39-f147-4bbc-93bd-3bc3c310c50b,Teixeira Lda.,2.4553415,-124.883873,Repellat animi eius delectus velit.,False,True,True,True,False,False,1,1,2,False,6,2,False,True,True,False,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-02-13 04:14:11,Travessa da Beneditina, 91,,Santarém,Braga,Tuvalu,6117-093
987cf483-6a1f-4a50-9662-280567846433,Maia,-8.0229945,146.903426,Id ea earum. Provident laborum aut.,True,False,True,False,True,True,2,0,2,False,1,1,True,True,True,True,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-08-23 16:32:26,Alameda Andreia Marques, 55,,Sintra,Guarda,Chade,6481-837
4fd5ed6a-e8a7-4a8a-b335-76b5f8d0d713,Loureiro,59.423630,-129.478456,Quibusdam quae eius delectus.,False,False,False,True,True,True,3,0,0,True,6,0,True,True,True,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-01-05 14:23:08,Avenida Cuf, 42,,Porto,Santarém,Nicarágua,4750-448
acf16008-82cc-44d4-9be1-3ca9d61e78b5,Amaral,40.3828255,-153.045868,Totam unde suscipit at porro.,False,False,False,True,True,False,2,2,1,False,0,2,False,True,True,True,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-12-23 11:55:54,Largo António Antunes, 53,,Setúbal,Braga,Antárctida,0482-062
