wifi_spot_id,wifi_spot_name,wifi_spot_latitude,wifi_spot_longitude,wifi_spot_description,wifi_spot_air_conditioning,wifi_spot_child_friendly,wifi_spot_covered_area,wifi_spot_crowded,wifi_spot_disabled_access,wifi_spot_good_view,wifi_spot_noise_level,wifi_spot_signal_strength,wifi_spot_wifi_quality,wifi_spot_bandwidth_limitations,wifi_spot_location_type,wifi_spot_management,wifi_spot_available_power_outlets,wifi_spot_charging_stations,wifi_spot_pet_friendly,wifi_spot_food_options,wifi_spot_drink_options,wifi_spot_restrooms_available,wifi_spot_parking_availability,wifi_spot_user_id,wifi_spot_create_date_time,wifi_spot_address_line_1,wifi_spot_address_line_2,wifi_spot_address_city,wifi_spot_address_district,wifi_spot_address_country,wifi_spot_address_zip_code
955b91e2-5b25-45ea-8119-3dc34a274989,Abreu,-89.4999235,62.812090,Veniam commodi iusto explicabo id earum.,False,False,False,False,True,False,1,1,0,True,1,0,True,True,True,False,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-11-29 17:01:54,Travessa Júlio Verne, 19,,Covilhã,Portalegre,Ruanda,7877-076
410021f4-28a8-4de2-9aee-145f1895ed45,Sousa Silva Lda.,-17.403640,31.026802,Soluta excepturi fugit.,False,False,False,False,False,False,2,1,2,True,0,0,True,False,True,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-06-27 18:43:40,Praça do Buraco, 673,,Caniço,Viana do Castelo,Uruguai,4415-615
e0a8bc67-5344-4909-a629-dbc8ae480b70,Cruz,-2.3334415,165.057861,Quos aperiam tenetur expedita delectus.,False,False,True,False,True,False,3,1,2,True,2,2,True,False,False,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-02-05 18:58:58,Avenida António Alves, S/N,,Silves,Viana do Castelo,Finlândia,1614-244
d0d2aa70-e2bd-4f4b-afc2-9125af89a94c,Oliveira,-32.256439,30.851139,Dolorum officiis accusantium fuga.,True,False,False,False,True,False,2,0,0,True,5,0,False,True,False,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-11-10 08:36:32,Largo Borges, 952,,Almada,Aveiro,Porto Rico,1926-982
85596a1f-807c-4908-bdce-bc46fed3d77e,Neto e Filhos,35.469274,113.841713,Repellendus ullam modi.,True,True,True,False,False,False,2,1,1,False,2,2,True,True,False,True,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-06-20 13:38:42,Alameda de Rodrigues, S/N,,Sintra,Vila Real,Guiné Equatorial,0083-791
4bc09286-84b7-4cd4-bbb4-34ae6044050e,Domingues,21.028005,-90.374536,Consectetur sed mollitia dolorem.,True,True,False,False,False,False,2,0,2,False,0,2,False,False,True,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2025-01-17 13:31:33,Praça Carlota Esteves, 62,,Maia,Évora,Finlândia,1778-037
1543c182-bf79-4581-9a32-3a983e79947a,Rocha Maia Lda.,-79.1246755,-166.291238,Autem similique quidem nemo autem reiciendis.,False,False,True,True,True,True,3,2,1,True,6,2,True,False,True,True,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-06-24 00:39:53,Travessa de Cruz, 232,,Ourém,Faro,Nicarágua,0392-190
cf0e68b3-3bd2-497a-b883-7dabd0e2c34a,Matos S.A.,71.313099,91.905993,Ipsum iste commodi minus nobis voluptatum rerum.,False,True,False,False,False,False,1,2,2,True,3,2,False,False,False,True,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-11-08 14:29:25,R. Simão Abreu, 36,,Angra do Heroísmo,Viana do Castelo,Baamas,4956-993
a624913e-6789-4656-ac13-7fb1c7528d4e,Magalhães e Filhos,25.545368,69.256100,Excepturi nemo blanditiis esse.,False,False,True,True,False,False,2,1,2,True,4,2,False,True,False,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-05-21 23:05:45,Praça de Leite, 9,,Paços de Ferreira,Guarda,Azerbaijão,2044-606
f86a5b14-6c6b-4a5c-8569-23064102916c,Garcia,24.7818515,-103.184787,Mollitia accusantium minus doloremque.,True,False,True,False,False,True,1,1,0,False,6,0,True,True,True,True,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-10-03 02:01:28,Avenida Garcia, S/N,,Santa Maria da Feira,Faro,Cabo Verde,5939-495
5ef716dd-9dc0-4e3b-8bfb-3ea9354f347b,Melo S/A,-71.7485015,-31.354647,Nihil totam beatae cupiditate reprehenderit nemo.,False,False,False,True,True,False,0,2,2,True,1,0,True,False,True,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-09-18 07:25:48,Alameda das Laranjeiras, 64,,Bragança,Portalegre,Santa Helena,6728-831
d3ec171e-f7a4-4c88-9413-9c2c8af0884f,Castro,1.267530,-124.427722,Vel repellat incidunt incidunt rem.,True,True,True,False,True,True,3,0,1,False,0,2,False,False,False,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-07-25 00:49:33,Rua da Agra do Amial, 5,,Albufeira,Coimbra,Líbano,8167-607
16f082f5-a035-4bfe-af65-46c89711e3ee,Valente S.A.,46.017448,82.039772,Inventore quos unde deleniti quia perferendis.,True,True,False,False,True,True,2,0,0,True,0,2,True,False,False,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-02-20 17:30:56,Travessa Rúben Mendes, S/N,,Ílhavo,Coimbra,Bielorrússia,4320-998
6ed78d90-1fb1-4a16-80b6-b260809ede09,Batista,-48.2803585,141.150095,Sit nulla repellendus odio consectetur.,True,True,True,True,False,True,2,2,2,True,4,2,False,False,False,True,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-02-03 20:32:52,Praça de Gomes, 18,,Valongo,Portalegre,Lesoto,7259-986
d488192f-a058-4db2-8b5e-89261a2cb207,Marques,2.447292,70.630496,Non eum nemo laborum.,True,True,True,False,True,False,3,0,1,True,1,1,True,True,False,False,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-12-21 12:29:20,R. Ismael Sousa, 83,,Angra do Heroísmo,Guarda,Quiribáti,7434-617
0015d39b-f29c-4b4a-921a-5d2506083c26,Branco,-47.347538,14.263963,Enim voluptatem nam sed ab eius.,True,True,False,False,False,True,3,1,0,False,1,2,True,True,False,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-04-29 10:02:32,Travessa Mia Oliveira, 21,,Vila Nova de Santo André,Aveiro,Alemanha,8618-659
25ba11dd-98de-4b0c-a670-71432974f76a,Correia Neto S/A,-1.105330,7.448509,Esse repudiandae sed blanditiis.,True,False,True,True,False,True,3,0,0,False,1,1,True,False,True,True,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-06-10 04:40:33,Avenida do Roleto, 866,,Espinho,Guarda,Antilhas Neerlandesas,9545-338
e791c108-4258-455b-ae25-ce0402f6ae23,Cunha,-40.486808,-66.504889,Odio quisquam vero exercitationem soluta.,True,False,True,False,True,False,2,1,0,False,5,0,False,True,False,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2020-07-06 06:09:53,Rua de Vicente, 452,,Penafiel,Aveiro,Hong Kong,7849-833
16f2b4fb-88a5-463c-b1ad-f39c48015f2d,Costa Lda.,-73.4333125,119.067376,Atque sit dignissimos necessitatibus.,True,False,True,False,False,True,2,1,2,False,6,0,False,False,False,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-08-20 05:38:19,Largo Ferreira, S/N,,Viseu,Vila Real,Macedónia do Norte,0467-604
e75af7d3-48b0-42d9-afb1-1adbac6005d0,Machado S/A,30.489788,-142.811468,Odit odit aliquid id aperiam.,True,True,True,False,False,False,3,2,0,True,4,0,True,False,False,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-09-09 05:53:55,Travessa Reis, S/N,,Lamego,Leiria,Ashmore and Cartier Islands,6350-736
4bc1e051-53a1-40fc-91c9-dcc68289ea3a,Soares,12.251878,97.393227,Hic dicta amet cumque consequatur cum.,True,True,True,False,True,True,3,0,2,False,4,2,True,True,False,True,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-08-08 00:52:16,Largo Abreu, 92,,Amadora,Portalegre,Niue,1200-055
bb18720a-b531-4498-9947-9e4161d2ab84,Sá,61.421691,-9.884164,Debitis reiciendis maiores.,False,True,True,False,False,True,1,2,1,True,6,2,False,False,True,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-10-11 22:27:09,Rua Xavier Ferreira, 197,,Quarteira,Santarém,Países Baixos,8329-467
6a35347e-b742-4cbf-aaf6-eef09237c642,Alves S/A,-37.946809,-20.602483,Nobis porro mollitia hic. Odit odit esse rerum.,True,False,False,True,True,True,1,0,0,False,3,0,False,True,False,True,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2020-03-04 23:16:57,Alameda de Macedo, 49,,Vila Real de Santo António,Guarda,Equador,0875-136
5eafac9d-a9d0-4e5b-8504-c6d033ec33ca,Cardoso Lda.,-80.1610735,-158.094333,Velit qui quaerat nulla sapiente modi.,False,False,True,True,False,False,2,1,1,True,1,2,False,False,True,False,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2020-01-02 02:40:32,Praça do Moreda, 82,,Odivelas,Vila Real,São Cristóvão e Neves,4851-067
e866aec5-c840-4180-8c82-05c8aed6a89f,Jesus,83.0181105,101.130104,Tenetur hic quidem blanditiis soluta.,False,True,True,True,False,False,3,2,1,True,5,2,False,False,False,False,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-08-21 21:31:05,Avenida de Baptista, 16,,Câmara de Lobos,Castelo Branco,Belize,8860-832
e2bbfb7f-a63c-4c3d-9fa1-44f595adedb5,Amorim e Filhos,-51.787399,165.307905,Quod nihil debitis deleniti.,False,False,True,True,False,True,1,1,2,False,0,2,False,True,True,True,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-11-22 11:34:44,Rua de Tavares, 379,,Tavira,Viseu,Baamas,3876-265
173bacad-2a13-43d3-95ee-280028008fe9,Borges Loureiro S.A.,-11.3661925,-98.995586,Ab nobis saepe cum maxime dolores.,False,True,False,False,False,False,1,0,1,True,3,2,True,False,True,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-03-20 19:22:34,Praça Baptista, 543,,Bragança,Braga,Santa Lúcia,8775-779
14e40604-07e0-41bd-997f-be8034b59e26,Moura S/A,56.9808285,143.639719,Veritatis repellat laborum iusto cumque.,False,True,True,False,True,True,0,2,0,True,0,0,False,False,False,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-06-01 15:51:23,R. Esteves, 7,,Ermesinde,Portalegre,Ilhas Virgens Britânicas,5565-230
e5be1e85-9d0a-4d9f-86e0-1922aee82f29,Marques S/A,-53.052346,104.914906,Maiores ad voluptatibus similique nihil repellat.,True,True,False,True,True,False,0,2,2,False,1,0,False,True,False,False,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2025-01-23 02:52:12,Alameda Daniela Baptista, S/N,,Castelo Branco,Évora,Listenstaine,5182-496
dcdd578c-66ee-464b-b3a2-e06286698b5e,Reis,-42.667849,161.050322,Ut tenetur enim sed dignissimos cupiditate.,True,False,True,True,False,True,2,0,1,True,6,0,True,True,True,False,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-07-05 15:38:52,Travessa de Figueiredo, 82,,Câmara de Lobos,Guarda,Austrália,5810-572
1b66f2c7-6a0b-41fa-9b36-402e278545b8,Morais S.A.,-24.2960535,87.286681,Id animi animi nisi.,True,False,True,True,True,True,1,1,0,True,3,1,True,False,True,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-07-31 18:21:57,Travessa Baptista, S/N,,Póvoa de Varzim,Leiria,Vanuatu,1907-728
b97c1512-e4af-4817-bb0b-3e444d084ce5,Moura,-0.683656,145.879747,Consequatur illum qui ut placeat nihil modi.,True,False,False,False,True,False,1,1,1,True,2,0,True,True,True,False,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-07-05 07:37:49,Avenida de Fontes Pereira de Melo, 79,,Loures,Porto,Man, Isle of,8680-171
8841a5a3-5373-463e-97cb-3c948c37102b,Marques,-78.459624,-88.333703,Voluptatem libero earum.,True,False,False,False,True,True,1,1,2,True,2,1,False,True,False,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-06-08 12:50:44,R. Santiago Matias, 949,,Trancoso,Setúbal,México,5789-319
0cf54b83-9f2f-4d1e-afbe-fe26fc13d843,Matos S/A,25.8627185,-176.356756,Quae quaerat facere quas distinctio.,True,True,True,False,False,False,2,2,0,False,2,1,False,True,True,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-03-04 21:50:56,Av de Teixeira, 426,,Mealhada,Viana do Castelo,Haiti,0384-304
799481d0-8bcf-438b-933f-83c20be4f769,Araújo,-75.7200615,-177.050916,Nam corporis ipsam doloribus.,False,False,True,False,False,False,1,2,0,False,6,0,False,False,False,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2020-12-11 23:50:53,Av Miranda, 4,,Caldas da Rainha,Lisboa,Laos,5486-195
97c91358-e1a8-4eb3-aced-eecb2b0318f4,Melo Ramos S.A.,-70.902302,42.285271,Id atque fugiat accusantium distinctio doloribus.,False,True,False,True,False,True,2,2,1,True,1,1,False,True,True,True,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-08-27 21:28:49,R. de José Régio, 36,,Torres Vedras,Braga,Malta,2616-669
d843ea72-4c17-41d9-adcf-40bdf830aaf9,Cardoso Pinheiro S.A.,28.521355,159.114329,Odit illum accusantium reiciendis voluptate ut.,True,False,False,False,True,False,1,1,2,False,6,0,True,False,False,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-10-14 02:48:50,Praça de Morais, 76,,Gouveia,Castelo Branco,Gaza Strip,1591-599
e899bca0-d239-44d1-9566-103ba740124b,Monteiro,49.2146955,171.633583,Eligendi in debitis dolorum tempore repellat.,False,False,True,True,False,True,0,0,1,True,2,0,False,False,True,False,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-04-09 22:32:13,Alameda Diana Machado, S/N,,Penafiel,Évora,São Tomé e Príncipe,4637-751
77fdfcb2-b3d3-4e21-9bfa-91fad8eb10d5,Faria Cunha Lda.,58.642890,-158.021037,Ipsum fuga molestias at.,True,False,True,True,False,False,2,0,2,False,1,0,False,True,True,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-09-17 14:49:58,Av André Lopes, 85,,Santa Maria da Feira,Leiria,Mónaco,4017-279
8309c2d6-6def-4525-9e9d-555ae17d2521,Azevedo S.A.,24.6012715,-41.621077,Fugiat voluptatum laudantium placeat.,True,False,False,True,False,False,2,0,2,False,2,0,False,True,True,False,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-01-01 00:14:50,Rua Teixeira, 61,,Ribeira Grande,Bragança,Etiópia,6777-190
853837c7-64c2-4a14-9a5e-ac5e799cc4e4,Neto S/A,-46.615772,-118.534314,Unde sint recusandae.,False,False,True,True,False,True,0,1,2,False,5,0,False,False,False,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-04-27 01:46:41,Alameda Moura, S/N,,Vila Nova de Gaia,Guarda,Usbequistão,4592-215
c68fc6a0-e127-4372-9ffa-4d631022b293,Nogueira S.A.,-18.5481795,72.846298,Dolore possimus impedit maxime aut.,True,False,True,True,False,True,0,1,2,True,5,1,False,True,True,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-11-06 15:08:39,Alameda Castro, 96,,Esmoriz,Viana do Castelo,Belize,2613-023
cee930cd-35ad-4a10-94c5-e9518c61c3c0,Melo,-9.6140985,105.826949,In natus quis autem vitae quaerat.,False,False,False,True,True,False,1,2,0,False,0,1,True,True,False,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-10-27 05:39:12,Av dos Rouxinóis, 39,,Matosinhos,Viana do Castelo,Ilhas dos Cocos,6354-646
e85f8405-3949-4b81-8770-1491b4a4b450,Batista,35.412026,126.641945,Laborum nesciunt earum illum sequi.,True,False,False,True,True,False,2,0,2,False,6,2,False,True,False,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-06-11 23:22:10,R. do Castelo do Queijo, 39,,Montijo,Aveiro,Micronésia,2858-306
67005cfc-69c5-457c-85d5-e92242522c3d,Campos Fonseca S/A,40.981184,19.042323,Rerum deserunt hic nostrum impedit.,True,False,False,True,True,False,2,0,0,True,4,2,True,False,False,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2020-04-17 23:32:01,Praça Mariana Miranda, S/N,,Alcácer do Sal,Braga,Uganda,5228-462
317592ac-0e8c-406c-bba1-25692988616b,Barros,61.184471,104.790642,Nam nulla vel cupiditate autem.,True,False,True,False,False,False,0,1,0,False,5,0,True,True,True,True,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-09-02 02:07:35,Travessa de Santos, 17,,Marinha Grande,Viseu,Cuba,5806-703
85f64105-4738-4591-95c4-199199099eb2,Teixeira,74.403965,-2.982608,Nisi sed corporis temporibus dolores amet.,False,True,True,True,False,True,2,2,1,True,1,2,False,True,True,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-12-06 21:49:41,Rua Sousa, 53,,Fátima,Viseu,Ilhas Virgens Americanas,0095-773
be844495-efc5-4f78-b883-c3950cb799d9,Teixeira Cardoso S/A,-59.956975,-83.926675,Facere harum neque accusamus asperiores.,False,True,True,False,False,True,3,2,2,True,0,0,True,True,True,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-07-07 11:59:40,R. Anjos, S/N,,Barreiro,Portalegre,Estados Unidos,0119-033
299dc2dd-4399-4b60-ae4c-fa119c497506,Nascimento,85.603530,-36.240918,Ut id vel similique. Hic nemo ea quo aperiam.,False,False,False,True,False,True,1,0,2,True,5,1,True,False,True,True,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-12-16 06:08:15,Praça Maria da Luz Ponces de Carvalho, S/N,,Sintra,Coimbra,Jersey,2778-321
b1fbdd8c-7001-41d5-9af7-6d8a8599b06f,Costa S.A.,-37.9180245,-55.931417,Nihil quia molestiae.,False,False,False,False,True,False,3,1,1,False,1,2,False,True,True,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-09-17 05:53:38,Alameda de Pinheiro, 22,,Vila Nova de Famalicão,Beja,Índia,8575-779
132f8917-45a2-4355-9ef3-4e4b009962a4,Valente S.A.,-20.375442,16.592803,At commodi numquam expedita consequatur.,True,True,False,False,True,False,0,1,0,False,2,0,False,True,True,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-05-22 16:31:45,Av Reis, 49,,Vizela,Évora,Ucrânia,2642-974
948ccf19-5923-46d4-a371-3ef4d5b091d1,Pinho,24.511930,-150.291354,Culpa cum autem molestiae culpa.,True,False,False,True,False,False,2,2,1,True,2,0,False,False,True,True,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-02-02 05:19:13,Av 9 de Abril, 29,,Oliveira do Hospital,Faro,Geórgia,4812-928
d0f0994c-c347-4558-9d44-8991f8ec7546,Barros,43.258004,21.259814,Iste quam inventore minus.,True,True,False,True,False,False,3,0,0,False,6,1,False,True,False,False,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-02-15 18:59:05,Av de Gonçalves, S/N,,Porto Santo,Bragança,Nova Zelândia,9692-729
a315a090-6868-42cb-83f1-6577217fe9e3,Cunha Anjos S.A.,45.6337345,150.122374,Perspiciatis perferendis odio eius.,True,False,True,False,False,True,1,0,0,False,4,0,True,False,False,True,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-05-18 17:40:25,R. Kyara Moreira, 5,,Pombal,Viseu,Zâmbia,1962-048
b9e5d954-4805-4237-91f7-f928acf48a8b,Silva,-0.7659995,-21.568988,Non alias temporibus.,True,True,False,True,True,True,2,2,2,True,1,1,False,False,False,False,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-06-05 14:07:39,R. Juliana Sousa, S/N,,Lixa,Bragança,Cuba,8377-289
68bbe3cd-be62-44c0-836b-1883d65b4f35,Matias Loureiro S.A.,-56.8809145,131.102029,Minus provident incidunt.,False,False,False,True,True,True,1,1,0,False,4,0,False,True,False,True,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2025-02-24 22:19:43,Praça de Loureiro, 6,,Mealhada,Bragança,Mónaco,0904-076
5139f63e-7bd7-4567-8bd4-1edfd2646d79,Moreira,88.610592,-47.773027,Ipsum veniam sequi asperiores eveniet.,True,False,False,False,False,False,0,2,2,True,0,2,False,False,True,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-11-13 22:02:22,Largo Mélanie Almeida, 27,,Alcobaça,Viana do Castelo,Sri Lanca,1513-720
1837b187-3b45-4c96-b358-7c3263d8f807,Assunção e Filhos,47.1417865,-27.283121,Itaque delectus rem doloremque iure.,False,False,False,False,True,False,2,0,1,True,6,2,False,False,False,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-01-05 04:08:40,Av de Jesus, 16,,Vila Real de Santo António,Viseu,Wallis e Futuna,8146-414
32de7115-75f6-45ca-894a-288da65dad02,Jesus,-1.5717485,50.464716,Ratione praesentium occaecati ea.,True,True,False,True,False,False,3,2,1,True,4,2,False,True,False,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-08-11 07:47:41,Av de Macedo, 10,,Miranda do Douro,Évora,Suécia,1472-221
ed10ab82-2bb0-4076-b69f-e16ff69a2ca1,Coelho Jesus Lda.,-55.3886355,-74.744992,Dolores distinctio ipsa velit.,True,False,False,True,False,True,2,1,0,False,1,2,False,True,False,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2020-06-13 21:48:03,R. Tavares, 31,,Rio Tinto,Lisboa,Tonga,6329-676
99a47e0c-32e7-4dc7-868c-1341c5334c52,Ramos,-4.160114,44.646295,Dolorem voluptas eveniet asperiores quod.,False,False,False,True,False,False,1,2,2,False,2,1,True,False,True,True,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2025-02-16 17:31:27,Avenida de Magalhães, 77,,Vale de Cambra,Faro,Barbados,6228-473
234bff5c-d6ea-46bf-a45d-8c2375ca824f,Garcia,32.6449885,116.647621,Provident sit voluptatibus eius.,False,True,False,True,False,True,1,2,2,True,2,1,False,True,True,False,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-01-28 13:56:17,Avenida Esteves, 42,,Costa da Caparica,Beja,Paquistão,1482-129
0e519581-9df9-41ea-8b71-511813fd902d,Carvalho,19.654286,-135.645612,Saepe tenetur minus cupiditate voluptates esse.,False,True,True,True,True,True,2,0,1,False,2,1,True,True,True,True,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-12-17 18:37:54,Avenida Guerreiro, S/N,,Santa Cruz,Porto,Marianas do Norte,9610-853
bc902ce0-d827-4f2d-83d1-d7150d0872eb,Antunes Cunha S.A.,83.3163425,-25.221825,Dicta blanditiis amet.,True,True,False,False,False,True,1,0,2,True,4,0,False,False,True,False,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2025-03-08 10:24:35,Avenida de Nascimento, 927,,Paços de Ferreira,Viana do Castelo,Mali,8876-786
63f81e03-74c5-41eb-9da4-be901026c9a6,Valente Rocha S/A,-8.1840865,163.593342,Possimus accusamus reprehenderit suscipit illo.,False,False,True,True,True,False,1,1,0,True,5,0,False,False,False,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-11-21 03:47:05,R. Ângela Soares, S/N,,Oliveira de Azeméis,Guarda,Faroé,4989-759
a3fc9801-42d3-4b03-bbf1-242ef0f1fb78,Jesus,-72.196601,32.014542,Maxime explicabo minima nihil.,False,False,False,False,False,True,1,1,0,False,4,0,True,False,True,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-11-17 03:22:39,Rua Ferreira, 4,,Porto,Coimbra,Fiji,8031-897
a26f4e8d-bee3-4858-b519-4bba00055fa7,Mendes,-75.262122,-146.029190,Neque molestias aut.,True,False,True,True,True,False,2,1,0,False,6,1,True,False,True,True,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-06-23 10:26:33,Alameda Victória Carneiro, S/N,,Sintra,Santarém,Suécia,3446-957
8c047df1-eff9-4830-b108-06366f0ee424,Araújo Moreira e Filhos,-87.671635,90.970416,Perferendis unde accusamus fugit laboriosam vel.,False,False,True,False,False,False,3,0,1,False,5,0,True,True,True,False,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-09-03 05:26:33,Av Enzo Ramos, 76,,Paredes,Porto,Hungria,5928-680
cb5ae3c8-ea7f-4129-8419-1ea9c1928316,Amorim,-41.592074,-23.231815,Voluptas molestiae optio unde impedit.,True,True,True,False,False,False,0,0,2,True,2,0,False,True,False,False,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-06-28 09:51:21,Alameda dos Mártires da Pátria, 23,,Freamunde,Castelo Branco,Maurícia,2907-494
b1f2d173-19be-4d77-a618-dd22424d9ccd,Carneiro Lda.,-28.6380335,179.377220,Ipsam vitae labore temporibus dolor praesentium.,False,True,False,False,True,True,0,1,2,False,0,1,False,True,True,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-09-02 23:02:30,Travessa Noa Freitas, 108,,Lagos,Évora,Lituânia,4295-470
2f54ef56-1a41-4f77-8d3d-4a8d72a18e91,Carneiro Barbosa e Filhos,71.409376,115.553562,Iusto dolore iste.,True,True,True,True,True,False,2,1,0,False,1,2,False,True,False,True,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-10-06 09:57:17,Alameda Nair Barbosa, 27,,Pinhel,Faro,Guiné,6765-369
9a7c1b27-f97d-4f3f-888c-14984b77417d,Cardoso,-44.8799345,73.557096,Delectus consequatur itaque doloribus optio.,True,True,False,True,False,True,2,1,0,True,2,2,False,True,True,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-11-25 02:18:36,Rua de Rocha, S/N,,Fátima,Vila Real,Equador,9396-976
68a3bea9-0390-44b6-bba9-2f82af18bdcd,Moura,45.1695435,162.604022,Perferendis a repudiandae reiciendis culpa nam.,True,True,True,False,False,True,2,1,2,True,2,2,True,False,True,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-09-20 20:42:59,Rua de Andrade, 30,,Lisboa,Faro,Samoa,2191-453
4f93d4d5-ac36-4836-806d-db15b8ba589e,Branco e Filhos,5.5049555,-179.936894,Accusamus praesentium quisquam et.,False,False,False,True,False,False,1,2,0,True,4,2,True,False,True,False,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-10-10 00:11:50,Travessa de Ferreira, 947,,Portalegre,Castelo Branco,Países Baixos,7341-919
0a72afca-0d40-4c1e-9330-7abc47617d59,Pires,-66.1738175,-134.727102,Tempora distinctio eaque voluptatum voluptas.,True,True,False,True,True,True,1,2,0,True,3,1,True,False,True,True,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-05-01 10:52:24,Alameda Emanuel Ferreira, 8,,Vale de Cambra,Portalegre,Antárctida,8033-959
05555146-5c75-497f-9539-3b93e81c592b,Ferreira,66.2372625,87.145106,Labore est minus voluptate officiis distinctio.,True,True,True,True,True,False,2,2,0,False,1,0,True,True,True,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-03-30 11:59:14,Praça Abreu, 82,,Tarouca,Faro,São Cristóvão e Neves,1689-487
