wifi_spot_id,wifi_spot_user_id,wifi_spot_name,wifi_spot_description,wifi_spot_latitude,wifi_spot_longitude,wifi_spot_create_date_time,wifi_spot_air_conditioning,wifi_spot_child_friendly,wifi_spot_covered_area,wifi_spot_crowded,wifi_spot_disabled_access,wifi_spot_good_view,wifi_spot_noise_level,wifi_spot_outdoor_seating,wifi_spot_pet_friendly,wifi_spot_available_power_outlets,wifi_spot_charging_stations,wifi_spot_drink_options,wifi_spot_food_options,wifi_spot_parking_availability,wifi_spot_restrooms_available,wifi_spot_location_type,wifi_spot_management,wifi_spot_bandwith_limitations,start_time,end_time,wifi_spot_signal_strength,wifi_spot_wifi_quality,wifi_spot_heated_in_winter,wifi_spot_open_during_heat,wifi_spot_open_during_rain,wifi_spot_outdoor_fans,wifi_spot_shaded_areas,wifi_spot_address_id
342a0f12-0251-40e1-872f-e5781be520cf,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Anjos Batista e Filhos","Quos magni dicta assumenda. Totam expedita non quia illo suscipit.",-83.584781,-100.378489,2022-01-09 18:47:40,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,2,1,1,02:23:40,18:53:22,2,2,0,1,1,1,1,4990e2d8-1f93-45a7-8f77-bcd5339bb168
7a99d53a-ee18-415f-a74b-d79ccb75013d,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Abreu","Recusandae harum nisi alias. Sunt esse quae nulla dolorum.",-34.279810,64.629372,2024-11-14 15:12:44,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,5,0,1,09:52:49,21:41:42,0,1,1,0,1,1,1,60278cb1-ae59-455a-880d-bc614b79f1ba
906d7482-dba4-4ce5-80a2-75537caef89c,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Martins Santos S.A.","Molestias recusandae voluptates esse.",24.492851,148.708644,2025-03-05 10:35:21,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,2,0,1,10:50:21,04:38:29,2,1,1,0,1,1,0,ea4c35c4-94da-4541-9d17-7c4d707e5edb
2d0b47e9-4f32-4475-9b82-9fb2ea36ebe0,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Ramos","Cumque perferendis non facere. Aut eaque sunt.",-69.5151175,-98.293241,2024-08-17 04:52:30,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,2,0,15:21:30,14:50:29,1,2,1,1,1,0,0,dcfb2716-55f8-427b-833f-6e4840aeb690
22972149-f18f-49fe-996b-ac8bf3b3fb65,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Esteves Sá S/A","Hic dolores nemo similique corrupti maiores repellendus. Porro enim dolore et vel qui quisquam.",-83.836013,-90.667957,2024-05-20 15:06:34,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,14:16:48,06:01:49,2,0,0,1,0,1,1,dd489403-152c-4f1c-9cc0-8553fd51a013
f8acf46e-c513-4fc8-927b-b45240ecf454,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Pires","Laudantium praesentium quos voluptatum. Officia esse minima reiciendis ipsa aspernatur nesciunt.",-23.5838925,-35.600623,2022-07-22 16:27:32,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,2,1,21:05:37,23:53:00,2,1,0,1,1,0,1,83605df6-2ef8-4e53-90fb-839f0ac93b9b
200991c6-4b17-4532-bd2b-73ca50b07aca,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Brito","Hic occaecati maxime fugiat quos. Modi perferendis quia repudiandae.",-47.478518,51.201322,2022-05-20 21:08:05,0,1,1,0,1,0,3,0,1,0,0,0,0,1,1,3,1,0,07:16:25,12:12:48,1,2,0,1,0,0,0,b297e8ca-a4fa-4128-a120-dee35b833775
4807e3d7-d49a-4e7c-84ee-e165334849cd,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Ribeiro","Sunt nemo fuga voluptatum sunt dignissimos odit. Harum officiis commodi omnis.",-55.1773315,-126.097634,2025-04-12 19:02:07,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,3,2,0,10:46:37,14:33:02,0,0,0,1,0,1,0,c3026397-28d4-411f-9bec-aae68c0a83ab
619cc25e-5873-4fc3-b443-0085c25485ec,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Simões Sá Lda.","Cupiditate nisi neque alias hic. Sapiente eveniet enim suscipit eum.",39.814554,36.908048,2023-12-06 18:20:48,1,1,1,1,1,0,3,0,0,1,1,1,1,0,0,5,1,1,22:14:51,04:46:13,1,1,0,0,1,1,0,13801e7c-d929-40fe-8b28-816ec6fa11ac
a1d3be1e-234f-4298-acd2-a5fa575e5cc3,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Fonseca","Excepturi odio iure id. Commodi minus consectetur amet iusto.",22.882728,164.025998,2020-11-10 10:28:08,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,17:41:32,04:12:34,2,0,1,0,1,0,0,7eda196f-f8b4-447a-b20c-6a14d68641e7
60873161-fae9-469a-9431-06f7e8555b94,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Baptista","Molestiae eius id illum explicabo harum. Officia quis enim.",-86.802726,156.635524,2022-12-05 14:20:59,1,0,0,0,0,0,2,1,0,0,0,1,1,0,1,5,0,1,12:05:25,07:40:13,2,0,0,1,1,0,0,51d6254d-4b75-4914-874f-79936325d8df
f24342d3-dbad-46e3-bb83-a5c58953c7f9,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Moura","Dicta pariatur placeat cum laborum. Dignissimos quasi accusantium.",39.9637715,-13.002934,2024-05-07 17:57:04,0,1,1,0,0,0,3,1,1,1,1,1,1,1,1,3,2,1,12:01:13,14:53:23,2,1,0,1,0,1,0,492438b0-1f39-4117-858c-decf06e3b3b7
42e3b0f0-ad48-4046-a875-a33ec869de77,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Magalhães Esteves S/A","Magni voluptatum aspernatur occaecati facere. Totam magnam nisi assumenda nihil perspiciatis.",21.0399075,107.881901,2024-05-27 06:13:39,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,2,1,08:08:35,01:47:32,2,2,1,1,1,0,0,f40372db-c588-4a76-a8fc-1e3c271ec41d
a61b23f9-3231-4b25-90ed-926e875bedd6,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Ramos Fonseca S/A","Voluptatum quo earum culpa tenetur deleniti a. Totam odit repellat totam cumque.",26.811963,-71.790997,2024-12-22 12:01:08,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,3,1,1,20:17:42,19:51:43,1,2,0,0,1,1,1,6fdec72d-0495-4c0b-b54a-fbf9ad569858
f534d598-a462-4e75-b1d4-e2c46f64c2fc,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Domingues","Voluptatem dolores illum reprehenderit quis nemo nam dolor.",59.3125825,19.917268,2020-04-30 15:09:44,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,3,2,0,21:56:29,19:07:58,0,2,1,0,0,1,1,81d5bdd0-439f-450a-8b1b-3ae4963c6566
32050e32-85e7-4a06-a5a8-9ff11bf9b2dd,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Fonseca e Filhos","Ad ullam ipsa unde vitae deleniti totam. Exercitationem optio id nisi est placeat.",54.1027985,90.042991,2020-03-04 15:52:31,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,6,0,0,05:24:05,17:14:43,2,1,1,0,1,0,1,d095e27f-8a61-44ed-ac02-2620925c77cc
26cf8d5a-da9d-4682-a200-280d65f8dc69,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Reis","Dignissimos nisi dolorem perspiciatis cum.",19.2073595,2.981066,2020-02-10 15:40:04,1,1,0,0,1,0,2,0,1,1,1,0,1,1,1,1,1,0,04:02:45,11:36:37,2,1,0,1,1,1,0,6d06a49c-1237-4a46-873f-281ef7e7f653
9f9a3518-e3fd-46d1-8b2d-3ee079f3883c,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Pinto","Id corporis totam eum facere. Fugiat incidunt est aspernatur cupiditate delectus vero.",80.7761385,57.116066,2023-05-24 05:50:31,0,1,1,0,1,0,3,0,0,0,1,1,0,0,0,1,0,0,20:15:07,21:02:59,1,0,0,0,1,0,0,ceb6137d-e31a-43ce-b494-a5a044f6bd0d
792bc36c-b901-4886-8d41-ad7caa786162,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Batista Nunes e Filhos","Veritatis harum totam eos voluptates modi. Adipisci autem repudiandae harum.",80.611726,131.875059,2022-07-14 23:11:20,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,3,2,0,02:51:33,09:35:16,0,0,0,1,0,1,1,f30a30dc-9da3-429e-85d8-1fc8f0a1fc73
9acc417a-a659-4fd6-be6c-e6a5a95f7b2c,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Pinto e Filhos","Voluptate rerum iusto ex. Voluptatibus assumenda assumenda modi reiciendis adipisci perspiciatis.",-50.812248,59.439423,2024-10-19 03:09:37,1,0,1,1,1,0,2,0,1,0,0,1,0,1,0,1,0,1,21:40:54,00:11:27,1,0,1,1,1,1,1,8aabbd35-4667-4ace-92ad-8b881a921745
d6f080a4-4693-4a54-bcae-f9af3d48210a,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Torres","Dolorem maxime veniam voluptas temporibus provident.",67.952808,155.992109,2021-10-28 09:16:44,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,6,0,1,19:16:22,19:34:48,1,0,1,0,1,1,1,428f4eb6-1e7c-416a-9dd7-03c8a573499d
1e112eb6-c9eb-4008-9936-ae59b7a59252,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Domingues Miranda S/A","Assumenda quo iste. Officiis minima fugit ea voluptatum quisquam. Vitae aliquid nam error ducimus.",7.4680835,-179.677317,2022-11-04 03:18:36,0,1,0,1,1,0,2,0,1,0,1,1,1,1,1,2,1,1,02:05:16,04:13:28,1,2,0,1,0,0,1,d0d7150b-b411-4110-88c7-ec9383d8d624
61fd3b75-3849-4273-baa5-96ec51e44ff8,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Coelho","Quisquam repudiandae assumenda officia. A ipsam dolore dolorum ad necessitatibus.",-54.7231865,-164.779192,2021-08-06 19:49:32,0,1,0,1,1,0,3,0,1,0,0,0,0,1,0,0,1,0,16:21:07,03:39:44,2,2,1,1,0,0,1,55c2290b-89a4-43b4-8850-544fd404e2d0
8dbbbbd7-25e8-4642-95e1-5216cb5ad050,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Matos S/A","Eveniet accusamus a. Nisi ipsum iste vitae fugit. Quia eius quam in laboriosam quibusdam aperiam.",-36.937901,-69.520608,2020-07-09 22:28:23,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,5,2,0,07:28:45,00:10:14,1,1,0,1,0,0,1,ef5e9171-254b-42f4-99d7-9c9680ef0ed2
c2fb5c28-767a-4390-9967-0f3b27de0104,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Araújo","Repellendus consequatur suscipit animi. Suscipit illo culpa quam.",1.024045,-98.187885,2022-12-11 04:56:00,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,2,1,0,20:56:03,23:38:10,2,1,1,1,1,0,1,372bef8c-9f33-48e4-a8f7-8a9e10c64253
319075ab-39c7-4368-b96f-7ff19359122e,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Oliveira Amaral e Filhos","Tempore ratione nisi magni magni dignissimos. Ut debitis facere minima enim rerum cupiditate.",39.524763,-179.174011,2025-03-27 11:36:20,1,0,1,1,1,1,3,1,0,0,1,1,0,0,0,0,2,0,01:35:32,06:58:27,1,2,1,1,0,1,0,69b0454c-1c91-41c0-94cb-81c20b16a3ba
5be21121-e369-4f5b-8858-5fef438457ca,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Miranda Magalhães S.A.","Asperiores doloremque laborum itaque. Dolor maxime minus numquam.",35.0988895,-153.000932,2023-07-09 04:02:32,0,0,1,1,0,1,3,0,0,1,1,1,1,1,1,6,2,0,14:37:45,21:22:55,1,2,1,1,1,1,0,ecc66ba9-603e-4273-b22b-ec247d32e32d
26b3cbeb-fd51-4a2c-929e-d5b6a4df6c7a,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Costa","Quas in iusto in. Assumenda quis nulla.",-22.3397065,125.473657,2021-04-26 18:44:21,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,15:06:14,21:52:46,1,0,1,1,1,0,0,5cab8dfe-ca30-44c4-845e-f36a607af4d2
59e16685-2b96-40c4-80aa-e7925e66d7ce,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Matos Lda.","Soluta ipsa perferendis quos cumque. Maiores libero aut iusto laudantium soluta veritatis.",8.940122,40.828348,2021-08-13 16:01:35,0,1,1,1,0,0,2,1,1,0,1,0,0,1,1,3,0,0,06:50:34,15:45:11,2,0,0,1,0,0,1,2ef5d515-530d-4fac-b493-b452f7b9696c
06622e7b-a318-4e15-bc27-0aa23f333e08,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Pires","Iure cumque numquam a tenetur cupiditate. Sint fugiat vitae dolorum.",-71.8564155,147.341892,2024-09-30 03:06:04,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,19:42:13,18:01:23,0,1,1,1,0,1,0,17fe5b08-6f90-418a-a1c3-eeedbd730da3
d4898056-08ee-421c-b752-71fd25759772,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Freitas","Aspernatur quidem enim commodi. Eaque tempore velit ab. Ab pariatur ullam adipisci in alias minus.",-18.849998,-58.997673,2024-10-24 01:33:43,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,3,0,0,21:48:14,18:12:45,2,1,0,1,1,0,1,527fd59f-5a23-47a4-9843-85da53b47e0a
97bfbc39-a126-4bd5-bf91-6e5a05e8fc6d,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Cunha Faria e Filhos","Esse sit id qui mollitia quo deleniti. Numquam expedita deleniti temporibus nobis.",-33.989072,-89.632776,2022-05-04 17:22:46,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,4,2,0,21:07:18,15:25:04,1,1,1,1,0,0,1,0d1bce87-475b-417a-a280-25a64e7626ef
3b2e6a91-30c2-4d73-b62a-2425a85cc67f,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Morais Branco Lda.","Blanditiis aut ullam nobis cumque magni.",14.147745,109.343660,2023-01-27 23:57:52,0,1,1,1,1,0,2,1,1,0,1,0,1,0,0,1,2,1,02:28:45,18:07:07,1,0,1,0,0,1,1,ef10b583-ddbf-4d92-a6ac-f45e7212549f
80971ae4-95bb-40f3-9a7a-5b63b7a92792,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Morais Amaral S.A.","Sunt iure dolore ipsa corporis nisi. Odio sint aut non possimus. Est officiis optio nulla natus.",-69.3101645,-90.259788,2022-07-12 10:41:05,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,4,0,0,23:15:35,23:29:11,0,0,0,1,0,0,0,9d5d16e4-a59a-4b9e-964c-0664fe7194e7
42834320-cc76-45fa-99b2-cd4134410560,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Castro S.A.","Repudiandae quos iure quia expedita suscipit suscipit. Nostrum deserunt iure rem illum.",-67.0822485,-49.944216,2022-04-16 20:24:49,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,5,0,1,01:21:40,15:22:37,0,1,1,1,1,1,0,90902b6f-f569-4e5f-951b-b2762297aa2a
995ffbcb-7b93-48ea-a110-2cad47d2f9d8,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Abreu Neves S.A.","Porro qui officiis sed tempore. Consectetur vero autem dicta porro illum fugit.",-22.9242245,104.601613,2023-02-15 06:25:13,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,16:36:09,21:03:35,2,0,0,0,0,0,1,2997c3b5-55d9-4fa5-9488-cd74c8a6c5fa
9bfaa5d9-f9c9-48a6-9ee8-1536d5fc9188,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Vaz e Filhos","Quis accusantium quidem. Totam dicta eveniet laboriosam magni nisi.",-24.803629,-176.044537,2024-01-28 17:05:44,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,04:31:27,00:36:04,2,2,1,0,1,1,0,e8ae550d-dfbe-4218-b202-1491ba1a873b
06b93188-b008-4d12-b23a-b946257538a4,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Teixeira Lda.","Quasi totam libero exercitationem corrupti. Similique illum fugiat atque.",-75.3843095,156.046462,2021-10-02 15:00:03,1,0,1,1,0,1,2,1,1,0,1,0,0,1,0,1,1,1,17:50:15,13:48:43,1,0,1,1,0,0,1,ac5a1955-0788-42f4-a61c-3da29bbaa127
fb19ea2d-45f7-4a09-bc59-1b441a0abd19,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Rocha Fonseca e Filhos","Et corrupti repudiandae praesentium explicabo deserunt est.",-15.2372665,1.167011,2022-06-18 17:24:33,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,05:44:11,21:31:11,1,2,1,0,0,1,0,089b001c-fac5-43b2-9791-5eddd58d1344
d0a49e32-3438-49e8-b16e-fcefec554d29,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Esteves","Dolorem quae repudiandae. Beatae dolorum rem mollitia accusantium. Amet ex quod nisi dicta.",-76.299145,59.001675,2022-06-26 21:01:42,0,0,0,0,1,0,2,1,0,1,1,0,0,1,0,0,0,1,17:31:39,23:59:06,2,2,1,0,0,0,1,593ea170-97f7-4a53-9667-2158b8ec33e5
b6fc1c88-3448-4ac5-8d8f-2602976206af,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Santos Silva S/A","Sapiente facilis quidem magnam laboriosam necessitatibus cupiditate praesentium. Esse officiis ut.",-28.0043485,79.519205,2020-03-10 18:53:50,1,0,1,0,0,0,3,0,0,0,0,1,1,0,1,5,0,1,13:51:46,04:34:20,0,0,1,0,0,0,0,f137da04-7af2-410d-92fc-a7530ae83d5c
9c43d516-8754-4a60-a46b-cf4450c09f6e,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Simões Amaral S.A.","Sapiente omnis quam repellat ipsa aperiam aut. Laboriosam ipsum nihil.",-39.452612,159.484008,2021-07-31 18:55:43,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,4,2,0,00:10:29,19:06:05,1,0,1,1,1,1,1,720e3379-4639-4fcf-960f-048d37886c65
a14fb2e6-b2ca-4180-bcf7-b1baec9f2e8a,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Loureiro","Qui illum provident beatae vel dicta pariatur. Dolor voluptas culpa error ipsum.",-30.8305015,3.137021,2022-06-14 10:10:22,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,5,1,0,02:45:43,15:09:46,1,2,1,1,0,0,1,104adf16-d340-4a7a-ae05-8633adecf5fd
8d0fd5b6-b311-4114-9562-07562bf01e35,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Lourenço","Fugiat laboriosam dignissimos perspiciatis minima. Itaque vel ad libero dolorum quidem aliquam.",-31.8881795,135.719744,2024-04-15 19:24:43,1,0,0,0,0,1,2,0,1,0,1,1,0,1,1,3,0,1,21:52:11,06:27:41,0,2,0,1,0,1,1,2b8b7d1d-9e6b-462d-b04c-3d7f81159402
97ec95ce-a74b-49b0-a052-12b36bf50ab9,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Anjos","Quasi unde aut quae possimus. Nulla pariatur amet aliquam.",76.222798,-128.113894,2023-10-14 14:26:01,0,0,1,1,1,1,2,1,1,0,1,0,0,1,1,1,1,1,23:17:43,09:19:44,0,1,0,1,1,0,0,44673119-9ac0-4aee-a92c-58883976cf3e
46987f42-432f-4976-a3f1-05f444227abe,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Pinheiro","Amet sunt amet nesciunt architecto. Aliquid ipsam odit commodi.",-76.883871,109.176518,2021-01-13 17:26:43,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,5,0,0,07:15:42,08:50:59,1,0,0,0,1,0,0,247f78a4-87a3-4471-be5e-91a1eb32ead2
565af3c1-68f3-409c-a0f5-0952ba99260a,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Barbosa","Mollitia ipsa sequi quam voluptates. Commodi earum quos.",-60.773138,-119.266690,2022-02-23 09:24:23,1,0,1,1,0,1,2,1,0,1,0,0,0,0,0,4,2,1,11:32:09,16:11:00,2,1,1,0,0,1,0,902c22ff-dcc7-44be-b727-20eb2b8a610f
37d7937e-b7ea-4fa0-8272-e54a7fa3be47,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Lourenço","Animi officia quia dignissimos nihil eaque.",-32.871538,-21.154333,2022-01-03 03:16:34,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,17:22:40,13:25:36,1,1,0,0,1,1,0,d44c175f-a8a8-4e50-b7e5-3d6d74e95741
5e1655fa-bdb8-4125-be4f-cef3f92a32bc,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Andrade Ferreira S/A","In sunt dolor quis necessitatibus pariatur. Velit dignissimos suscipit rem nemo.",-15.755399,23.256361,2024-02-01 22:04:17,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,3,1,1,22:16:11,08:53:34,1,1,0,1,0,0,0,530c3ee8-aa0c-4fb9-96ba-ea2ab39a2224
97cb3aab-eec5-4414-9067-ab9069457020,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Rocha","Pariatur ad debitis mollitia officiis. Nulla odit pariatur sapiente sunt totam.",56.151740,-6.236993,2020-03-30 04:15:18,1,1,0,0,0,1,2,1,1,1,0,1,0,1,0,3,1,1,18:47:13,09:37:53,2,1,0,0,0,0,1,5c595c51-afa3-43aa-bef9-7aa026bb8dec
68da447c-7532-4262-aa1c-169f554f7b34,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Silva S.A.","Vel quo non iusto blanditiis soluta. Fugit magni quisquam ad id ipsum. Ab possimus esse similique.",40.239640,-135.920469,2024-02-21 17:41:35,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,6,0,0,03:49:23,16:04:00,0,2,0,1,1,0,0,44d6252a-ed4d-4375-8588-17c74cd8772a
0babc4ef-55c6-43bb-9f6a-0458e272ddce,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Baptista","Quo error eaque cum fugit adipisci. Architecto tempora esse eum eligendi nemo.",18.6371715,169.830584,2024-12-15 21:22:02,1,1,0,1,0,0,2,1,1,0,0,1,0,1,1,0,0,1,02:55:36,16:20:15,0,2,1,0,0,1,0,b41e430f-24d6-478d-91dc-1bd01bac83e9
d87b9939-e1cf-4396-9520-5eab0be1052a,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Alves","Mollitia nesciunt dicta minus delectus. Qui ipsam molestias earum fuga sit ex.",-43.0176115,41.266027,2023-12-24 21:13:31,1,1,0,0,0,1,2,1,0,0,1,0,0,0,0,2,0,1,02:45:08,20:16:41,1,0,0,1,1,1,0,e0b0f1eb-99bf-43b8-be06-217ed2b3ba4e
7d841cf0-b0bc-46bd-a7bc-3da800c01f44,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Castro Lda.","Tempore possimus ipsa quos ullam aperiam. Neque veritatis nulla beatae modi.",27.7566585,-117.183325,2022-09-29 00:29:07,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,4,2,1,07:20:39,17:23:15,1,0,1,0,1,1,1,4b99f5c5-798d-4690-9e53-7b2b60f723d0
f4dab464-a1d3-4ec0-83dc-c6bb4c9004bd,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Correia","Sequi esse doloremque illum dicta sunt eveniet. Non quaerat necessitatibus iusto et optio saepe.",56.385443,156.121461,2024-11-16 18:05:21,0,1,0,1,0,1,3,1,1,0,1,0,1,1,1,6,1,1,13:48:04,09:20:59,0,2,0,0,0,0,1,841488af-b9ee-4424-8a7b-9217d53fa5fe
fc68528d-4585-4af7-b6a6-e07c52dbaf78,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Assunção","Veniam fuga excepturi in iure facere. Ipsam qui alias eveniet voluptates.",-62.5728455,-105.705784,2023-04-11 03:10:34,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,6,0,1,02:53:47,12:14:41,1,1,1,0,0,1,1,642d86ec-037d-47e3-9f05-79cb91169c99
3d9eab29-1f40-4780-9d88-374fdb0894a3,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Pacheco S/A","Error itaque repellat neque quis. Debitis ex aut sed deserunt dolore.",-58.5400575,157.464011,2023-04-24 16:25:54,1,0,0,1,0,0,2,1,0,1,0,1,0,1,1,6,0,1,08:09:18,15:06:34,0,0,1,0,1,1,1,3484e3b7-aff9-4701-abfe-7a7849bb4cea
53a182f0-8d52-4f6b-bc93-d92a01823ad4,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Gomes S.A.","Velit eum corporis quos molestiae molestias voluptatum inventore. Aut ullam reprehenderit.",76.287869,172.590194,2021-11-30 09:07:29,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,00:13:46,06:25:01,1,2,1,1,1,1,1,f7d22f61-1761-4922-8ba5-28951d474946
7615cbfd-2321-4826-8622-fbacab36dbd5,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Carneiro Reis e Filhos","Quia non corrupti atque molestiae voluptatum ratione. Saepe fuga magnam officia provident vel quia.",86.4009055,131.412964,2023-02-23 18:21:02,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,4,1,1,02:22:53,22:32:57,2,2,1,0,0,0,0,6183a2c6-9e3f-4d00-af4c-69776cac6ffb
a73e65da-b975-4461-b8f8-90f8ac5870de,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Loureiro Lda.","Ipsa ab natus distinctio neque voluptatibus ipsa. Iusto praesentium reiciendis.",-59.702374,-17.973881,2021-09-02 21:00:52,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,2,0,07:21:57,13:07:53,1,1,0,1,0,0,1,b6c8f3f9-16f2-405d-bb3b-f808a7be4602
70616f41-e26c-4e7d-b190-3ff502574c3a,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Sousa S/A","Deserunt repellat quod minus. Accusamus animi odit nostrum.",-64.263880,-167.487908,2024-12-09 15:10:11,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,1,23:10:22,22:10:03,0,0,0,1,1,1,1,d7583ec8-3f9b-4800-a51e-66a5072ea96f
d3eda87e-4bcf-4f64-8d24-4a575dd1c893,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Tavares","Quae non suscipit illum. Quod quidem quam nisi dignissimos nobis fuga impedit.",13.8076835,145.697391,2022-07-24 11:21:10,1,0,0,0,1,0,2,1,1,1,1,0,1,1,1,0,1,0,07:16:46,20:36:03,0,0,1,0,1,1,0,2459ce63-c890-45b8-a5a7-f50b5aa606f9
31369b1d-18ff-4a48-a0ce-173ad6cdca03,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Pacheco Cunha Lda.","Libero atque reprehenderit amet tempore optio. Voluptates atque voluptates explicabo sapiente sit.",-34.5777425,-26.945138,2022-10-18 10:08:59,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,4,2,0,06:44:44,03:41:47,1,0,1,1,0,0,1,157ae8dd-e869-4b58-a76e-3ab749bf5478
