wifi_spot_address_id,wifi_spot_address_city,wifi_spot_address_country,wifi_spot_address_district,wifi_spot_address_line_1,wifi_spot_address_line_2,wifi_spot_address_zip_code
9d110361-cc81-4020-87b3-979fa11630ab,"Gafanha da Nazaré","África do Sul","Paredes","Alameda de Monteiro, 38","85",9566-967
2b8de5be-2f8d-43d4-84dc-fa8086e7ca2c,"São João da Madeira","Gana","Bragança","Avenida Amnistia Internacional, 51","130",0540-792
080eb27e-b4f7-44b3-977f-828e809587b8,"Ovar","Botsuana","Vila Nova de Santo André","R. de Irene de Castro, 98","S/N",8153-565
3bba3181-4e34-4d3e-9271-3462b5d2f83b,"Paços de Ferreira","Macedónia do Norte","Vila Nova de Foz Côa","Praça Salomé Ferreira, 644","91",9104-375
caef6d02-1b5a-42ff-a69b-90c690b1aff9,"Vila Nova de Famalicão","Papua-Nova Guiné","Gandra","Praça Ana Jesus, 84","11",4902-969
50531916-1dd9-4fb0-af99-ffcbd29cf77e,"Lagoa","Croácia","Vila Nova de Gaia","Avenida Rocha, S/N","41",6597-727
570ab371-faea-4dfa-ae5c-bad87d419d27,"Portalegre","Chipre","Marco de Canaveses","Alameda Simão Pinheiro, 39","118",4877-871
bf04ab3a-0d47-448a-9743-fa83e783ff5b,"Valbom","Filipinas","Almada","R. de D. Carlos I, S/N","842",6502-640
2bc9b61d-bb4e-44c3-9e00-21f78ebea2f0,"Seixal","Bolívia","Tarouca","R. Antunes, S/N","28",9569-377
20633cef-98eb-4170-968a-14fffd0872d2,"Vizela","Quiribáti","Paços de Ferreira","Largo de Brito, 85","48",5567-455
765b8fd2-be76-4efe-81ba-6c4584003b90,"Beja","Anguila","São João da Madeira","Alameda do Anjo da Guarda, 25","S/N",2060-477
0ce85782-8cb4-423f-894b-a607e7487624,"Guarda","Sri Lanca","Lisboa","Avenida Luciana Gaspar, 48","234",4708-624
11f7884f-d7cc-49c8-a6da-edd529421099,"Sines","Equador","Mangualde","Alameda de Godim, 6","69",5697-550
786301f6-fe7a-4607-bf13-ea3bd5d2923b,"Estremoz","Cabo Verde","Cartaxo","R. Ema Tavares, S/N","251",2859-048
54ac203f-283a-40ba-99a0-230c477855ee,"Serpa","Comores","Angra do Heroísmo","Av Pires, 5","5",3817-236
c57dd46a-a3f3-4a70-86c1-38ac78d7b0ef,"Santarém","Turquemenistão","Mêda","Largo Bernardo Costa, 19","55",6981-049
0915bc9b-4c9c-4f8d-884a-f6550ba20b03,"Praia da Vitória","Tonga","Seixal","Alameda Emília Cruz, 8","517",3515-552
8ad2c14c-b7ef-4469-be08-5ca5db9d31d3,"Lagos","Malásia","Fátima","Rua Mota, 405","72",2744-410
1afe76bd-8ef0-4eb6-9aba-0dded76344c9,"Marinha Grande","Benim","Guarda","R. do Carvalhão, 55","S/N",9070-507
945ce855-26a7-4029-902f-0d4eb3c36ca6,"Lisboa","República Centro-Africana","Vila Nova de Foz Côa","Rua de Borges, 3","73",7619-265
99719806-475d-41ed-8bf7-7d86189f5d3d,"Vila Nova de Santo André","Líbano","Peso da Régua","Avenida Henriques, 18","81",5612-945
cd7b13c5-6f50-4b72-82ce-b6b9aa8c7034,"Vila Real de Santo António","Maurícia","Lamego","Rua da Quinta de São João Baptista, S/N","31",4572-425
6d3d1d9f-4441-40ee-aafe-b3ff5afb4384,"Oliveira do Bairro","Navassa Island","Lagos","R. Enzo Reis, 80","S/N",0390-344
fabc4f68-71ef-45bf-b172-61f6d69bc412,"Matosinhos","Estados Unidos","Lamego","Rua Lourenço, 32","7",3889-693
b8453cc0-f8a1-40d9-809e-e34d6a1e3ad7,"Vila Nova de Famalicão","Montenegro","São João da Madeira","Alameda de Nogueira, 5","17",4596-953
7b658fa1-e61f-4a99-98dd-b26c5d01a4e2,"Mealhada","Uganda","Trancoso","Largo Renato Neto, 179","S/N",6372-812
39fb15e2-a8cb-4f71-80aa-bdab5f43575b,"Figueira da Foz","Haiti","Cartaxo","Alameda de Jesus, 3","93",1969-542
75c5f275-929d-4f94-9da1-7b5f57a6b02f,"Coimbra","Barbados","Torres Vedras","Rua Ivan Antunes, 8","S/N",3801-662
193f0a39-27cf-4b2a-8acc-6a54a1166194,"Ponta Delgada","São Cristóvão e Neves","Setúbal","Praça Rodrigues, 285","304",2706-215
0a704df7-25e6-4262-94c8-1e012f0b25f7,"Faro","Ilhas Virgens Britânicas","Montijo","Rua Gil Faria, 66","S/N",5942-846
6fba8bb2-6447-40dc-a5dd-a9e83693f0ac,"Aveiro","Congo-Brazzaville","Rio Tinto","Alameda Fernando Pessa, 32","S/N",2546-307
dbed6a52-6859-4a66-a5b1-3bfaa3de2a15,"Marco de Canaveses","Ilha do Natal","Horta","Praça Jesus, 7","70",0743-784
4990e2d8-1f93-45a7-8f77-bcd5339bb168,"Fafe","Nepal","Praia da Vitória","Praça de Moreira, 70","8",6866-540
60278cb1-ae59-455a-880d-bc614b79f1ba,"Mirandela","Somália","Setúbal","Praça Ramos, S/N","55",1695-429
ea4c35c4-94da-4541-9d17-7c4d707e5edb,"Pinhel","Quiribáti","Gandra","R. do Maestro Resende Dias, 93","52",4446-498
dcfb2716-55f8-427b-833f-6e4840aeb690,"Câmara de Lobos","Uganda","Vila Real","Largo de Andrade, 20","82",1464-150
dd489403-152c-4f1c-9cc0-8553fd51a013,"Peso da Régua","Ilhas Heard e McDonald","Beja","Travessa Martim Coelho, 89","85",7279-787
83605df6-2ef8-4e53-90fb-839f0ac93b9b,"Lisboa","Listenstaine","Barcelos","Alameda Henriques, 3","60",3982-957
b297e8ca-a4fa-4128-a120-dee35b833775,"Rio Tinto","Argélia","Funchal","Rua de Branco, 41","31",3330-595
c3026397-28d4-411f-9bec-aae68c0a83ab,"Peniche","República Checa","Paços de Ferreira","R. Matilde Tavares, 88","357",9701-873
13801e7c-d929-40fe-8b28-816ec6fa11ac,"Agualva-Cacém","Montenegro","Trancoso","Av Moura, S/N","13",0664-932
7eda196f-f8b4-447a-b20c-6a14d68641e7,"Leiria","Países Baixos","Horta","Praça Isaac Lourenço, 61","65",4801-260
51d6254d-4b75-4914-874f-79936325d8df,"Chaves","Camboja","Loulé","Av da Praia da Galé, S/N","S/N",1818-164
492438b0-1f39-4117-858c-decf06e3b3b7,"Estremoz","Taiwan","Rio Maior","Largo dos Aliados, 7","S/N",4814-207
f40372db-c588-4a76-a8fc-1e3c271ec41d,"Caldas da Rainha","Iémen","Fátima","R. de Martins, 63","564",7797-277
6fdec72d-0495-4c0b-b54a-fbf9ad569858,"Caldas da Rainha","Bósnia e Herzegovina","Peniche","Rua Vicente Cunha, 62","27",6504-469
81d5bdd0-439f-450a-8b1b-3ae4963c6566,"Marinha Grande","Dinamarca","Amarante","Avenida do Sapal, 91","76",4080-036
d095e27f-8a61-44ed-ac02-2620925c77cc,"Vila Nova de Foz Côa","Porto Rico","Trofa","Av do Cerco do Porto, 30","82",1448-888
6d06a49c-1237-4a46-873f-281ef7e7f653,"Caniço","Bielorrússia","Póvoa de Varzim","Largo Eduarda Pacheco, 493","37",2059-646
ceb6137d-e31a-43ce-b494-a5a044f6bd0d,"Torres Novas","Territórios Austrais Franceses","Santarém","Travessa Carneiro, 728","S/N",8156-748
f30a30dc-9da3-429e-85d8-1fc8f0a1fc73,"Fafe","Bélgica","Mangualde","Travessa Francisca Abreu, 23","42",9310-598
8aabbd35-4667-4ace-92ad-8b881a921745,"Viana do Castelo","Salvador","Esposende","Travessa da Quinta do Guarda-Mor, 24","354",8044-607
428f4eb6-1e7c-416a-9dd7-03c8a573499d,"Vila Nova de Famalicão","Maurícia","Rebordosa","Av Laura Gomes, S/N","69",5607-685
d0d7150b-b411-4110-88c7-ec9383d8d624,"Esmoriz","Brasil","Sacavém","Praça do Adamastor, 37","88",5753-603
55c2290b-89a4-43b4-8850-544fd404e2d0,"Évora","Território Britânico do Oceano Índico","Ponta Delgada","Rua de Soares, 38","446",3311-861
ef5e9171-254b-42f4-99d7-9c9680ef0ed2,"Vila do Conde","Reino Unido","Figueira da Foz","Travessa Renata Amaral, 36","76",7648-212
372bef8c-9f33-48e4-a8f7-8a9e10c64253,"Barreiro","Tanzânia","Vila Nova de Santo André","Rua Correia, 73","837",7733-445
69b0454c-1c91-41c0-94cb-81c20b16a3ba,"Pombal","Maldivas","Maia","Av de Torres, S/N","538",5506-617
ecc66ba9-603e-4273-b22b-ec247d32e32d,"Silves","Suíça","Caldas da Rainha","Largo Machado, 3","81",9389-483
5cab8dfe-ca30-44c4-845e-f36a607af4d2,"Gondomar","Emiratos Árabes Unidos","Mirandela","Largo Débora Santos, 83","76",6001-767
2ef5d515-530d-4fac-b493-b452f7b9696c,"Alcobaça","Luxemburgo","Viseu","Rua Carolina Pinto, 308","55",2233-505
17fe5b08-6f90-418a-a1c3-eeedbd730da3,"Fiães","Alemanha","Oliveira do Hospital","Rua de Pinto, 93","55",8929-395
527fd59f-5a23-47a4-9843-85da53b47e0a,"Cantanhede","Índia","Freamunde","Largo Yasmin Monteiro, S/N","57",7130-589
0d1bce87-475b-417a-a280-25a64e7626ef,"Braga","Haiti","Valpaços","Rua de Faria, 903","7",4325-371
ef10b583-ddbf-4d92-a6ac-f45e7212549f,"Amarante","Japão","Fafe","R. Emma Pacheco, 910","3",3757-763
9d5d16e4-a59a-4b9e-964c-0664fe7194e7,"Lourosa","República Dominicana","Porto Santo","R. de Eduardo Soares, 61","667",6708-316
90902b6f-f569-4e5f-951b-b2762297aa2a,"Loulé","Guiné","Setúbal","Avenida Leal, 3","42",4162-270
2997c3b5-55d9-4fa5-9488-cd74c8a6c5fa,"Coimbra","Botsuana","Santo Tirso","R. de Pinho, 119","10",6631-534
e8ae550d-dfbe-4218-b202-1491ba1a873b,"Matosinhos","Eritreia","Paredes","Travessa Araújo, S/N","81",7387-295
ac5a1955-0788-42f4-a61c-3da29bbaa127,"Rio Tinto","Comores","Tomar","Av Fábio Carvalho, 929","65",7647-056
089b001c-fac5-43b2-9791-5eddd58d1344,"Caniço","Atlantic Ocean","Beja","Alameda de Marques, 8","43",9956-924
593ea170-97f7-4a53-9667-2158b8ec33e5,"Santo Tirso","Gabão","Almeirim","R. Henrique Fonseca, S/N","92",5308-652
f137da04-7af2-410d-92fc-a7530ae83d5c,"Tavira","Nauru","Marco de Canaveses","Avenida de Ribeiro Sanches, 48","27",4009-943
720e3379-4639-4fcf-960f-048d37886c65,"Cantanhede","Marrocos","Figueira da Foz","Av Erica Lima, 989","34",5511-166
104adf16-d340-4a7a-ae05-8633adecf5fd,"Agualva-Cacém","Macau","Caniço","Alameda Pinheiro, 51","169",8386-200
2b8b7d1d-9e6b-462d-b04c-3d7f81159402,"Braga","Alemanha","Freamunde","Av de Vaz, 2","40",1398-173
44673119-9ac0-4aee-a92c-58883976cf3e,"Peniche","Porto Rico","Peniche","Avenida Carlota Magalhães, 5","S/N",8582-569
247f78a4-87a3-4471-be5e-91a1eb32ead2,"Ermesinde","Dinamarca","Valongo","Travessa Pinheiro, 97","5",4942-619
902c22ff-dcc7-44be-b727-20eb2b8a610f,"Pombal","Quénia","Rio Tinto","Praça Duarte Domingues, 93","8",8716-368
d44c175f-a8a8-4e50-b7e5-3d6d74e95741,"Porto","Rússia","Funchal","R. Panorâmica Edgar Cardoso, 993","57",6106-802
530c3ee8-aa0c-4fb9-96ba-ea2ab39a2224,"Rio Tinto","Fiji","Póvoa de Santa Iria","R. Silva, 2","609",6673-754
5c595c51-afa3-43aa-bef9-7aa026bb8dec,"Sintra","Catar","Funchal","Largo das Linhas de Torres, S/N","28",8639-039
44d6252a-ed4d-4375-8588-17c74cd8772a,"Marinha Grande","Índia","Valpaços","Rua Sousa, 58","63",7895-769
b41e430f-24d6-478d-91dc-1bd01bac83e9,"Guimarães","Arábia Saudita","Barreiro","Av Ana Rodrigues, 49","78",3030-504
e0b0f1eb-99bf-43b8-be06-217ed2b3ba4e,"Moura","Faroé","Freamunde","Praça da Rainha, 84","49",5753-297
4b99f5c5-798d-4690-9e53-7b2b60f723d0,"Rio Tinto","Bermudas","Oliveira do Bairro","R. do Chinquilho, 1","27",2104-881
841488af-b9ee-4424-8a7b-9217d53fa5fe,"Paredes","Antárctida","Vila Franca de Xira","Av de Campolide, 6","511",8943-696
642d86ec-037d-47e3-9f05-79cb91169c99,"Lagos","Líbano","Leiria","Rua Bruna Cruz, 727","60",4274-181
3484e3b7-aff9-4701-abfe-7a7849bb4cea,"Funchal","Albânia","Fátima","Rua Melissa Macedo, 845","8",8191-197
f7d22f61-1761-4922-8ba5-28951d474946,"Santarém","Antilhas Neerlandesas","Queluz","R. Pinheiro, 15","S/N",0512-354
6183a2c6-9e3f-4d00-af4c-69776cac6ffb,"Peso da Régua","Antígua e Barbuda","Amarante","Rua da Bela Vista, 2","4",8134-473
b6c8f3f9-16f2-405d-bb3b-f808a7be4602,"Fafe","Vaticano","Praia da Vitória","Avenida Melo, 98","39",5039-666
d7583ec8-3f9b-4800-a51e-66a5072ea96f,"Pombal","Catar","Esmoriz","Rua de Miranda, 335","39",5275-395
2459ce63-c890-45b8-a5a7-f50b5aa606f9,"Vila Real","Granada","Maia","Travessa Fonseca, S/N","734",7713-911
157ae8dd-e869-4b58-a76e-3ab749bf5478,"Porto","Omã","Miranda do Douro","Avenida Eduardo VII de Inglaterra, S/N","1",5554-724
e644ac55-63d5-4801-bb7a-c11d6a02edf6,"Seixal","West Bank","Vila Franca de Xira","Alameda Isaac Marques, 36","31",8883-251
fd8b9d80-7a7e-4f07-9590-0e001b47d0dd,"Vila Nova de Santo André","Quirguizistão","Fátima","Avenida de Moura, 987","14",8549-916
98cac3d6-7331-44b3-a387-d0c3be798799,"Castelo Branco","Chipre","Torres Vedras","Travessa Gomes, 590","20",0814-293
8cd51c2a-7d81-416d-a5e9-1dc5340f3f9b,"Amadora","Bósnia e Herzegovina","Vale de Cambra","Praça do Tronco, 71","20",8680-298
54c8ef5a-4c06-4cdc-af02-b24680506b83,"Valbom","Macau","Mangualde","Avenida Wilson Sá, 6","36",9637-341
1a53ef27-5563-42fd-89bf-cb6298d97304,"Vila Real","Costa Rica","Fiães","Alameda do Bolhão, S/N","524",5195-195
ab16f2fe-db6b-4f42-8c67-dedc2e411930,"Sines","Honduras","Costa da Caparica","Praça Erica Silva, 297","79",9591-721
ccbef09e-719b-43dc-9fb3-4a5140d6ea35,"Santa Comba Dão","Bielorrússia","Matosinhos","Rua do Bom Sucesso, S/N","1",7863-121
ce2cd841-8335-478c-87e8-1979d192627f,"Guarda","Anguila","Santa Maria da Feira","Rua de Morais, 1","8",8078-578
37ef0a3b-af96-4f42-ac66-d714ae902537,"Montemor-o-Novo","Paquistão","Ourém","Rua Renato Amaral, 240","144",2975-823
949562ac-8c45-4e14-ad5a-d8aa4b78a1ae,"Amora","Antilhas Neerlandesas","Valbom","Avenida de Morais, S/N","16",1751-439
340e5cb3-a4d8-43fa-aaec-76cdb474dcc9,"Tondela","Síria","Vila Nova de Santo André","Alameda do Cantábrico, 31","S/N",3828-173
05b5ef10-1471-475d-a50b-a2df8f6f7017,"Almada","Maldivas","Oliveira do Bairro","Avenida da Banda de Ramalde, 8","77",8954-240
8ba82fd7-db3b-423c-b0c6-874e4150cbfd,"Vila Nova de Gaia","Emiratos Árabes Unidos","Rio Tinto","Alameda Marta Andrade, 82","25",3173-884
029edf66-6136-4316-9999-8b09f10e379f,"Ílhavo","Mónaco","Penafiel","Largo das Naus, S/N","96",7031-429
c87e4984-e6c1-473c-93e5-b541c1be1faf,"Alcobaça","Bulgária","Valongo","Travessa Amnistia Internacional, S/N","238",8867-726
9b4dd9df-2f85-4ccc-bfec-05ad702b0d0f,"Gouveia","Spratly Islands","Santa Cruz","Praça de Monteiro, 98","853",3596-009
028393a6-9767-407a-8784-f717fbc62d81,"Montemor-o-Novo","Nova Zelândia","Porto Santo","Largo Marques, 806","72",3562-561
ebac05f6-c556-4ad1-905b-a65bfbd3bdb1,"Tomar","Belize","Portalegre","Av Vera Cruz, 56","612",6333-993
c96b5476-107c-4b41-94f4-1b38a4af7a11,"Lisboa","Peru","Loures","Praça de São Vicente, 57","27",7196-288
b75a4700-3661-4047-bd7d-7cbc5c6dd55b,"Seia","União Europeia","Montijo","R. dos Oceanos, 110","51",4561-785
03ace7a9-619f-4e40-b361-876889797cfd,"Cantanhede","Eslovénia","Almada","Alameda do Penalva, 39","21",2956-328
8a7e80ed-62e5-4716-8dd2-29557d6b89b7,"Porto","Barbados","Amadora","Avenida de D. Carlos I, 76","50",2822-890
873d6ebc-0ad2-4d49-bda4-72fc8789b757,"Barreiro","Países Baixos","Tavira","Avenida de Pinho, 87","S/N",3073-875
e0359700-cf5c-4d9c-807a-00a6fa43655e,"Entroncamento","Mónaco","Lamego","Rua Monteiro, 555","S/N",6651-222
e22994da-3997-48e3-9a4e-fa618f426c53,"Sacavém","Somália","Portimão","Rua da Pasteleira, S/N","81",7391-079
12e51dcf-7948-4eeb-beba-9ecc66ca420c,"Vila Franca de Xira","Emiratos Árabes Unidos","Castelo Branco","R. Carlota Mendes, 40","29",2280-682
e7d0dc4b-835a-444d-be2f-057b6fbc3cd0,"Montijo","Ilhas Virgens Britânicas","Sines","Av de Macedo, S/N","64",0845-592
2a0635f6-f7bf-4128-afb0-cfae5f8c8853,"Vila Nova de Santo André","Baamas","Vila Nova de Gaia","R. Ernesto Veiga de Oliveira, 774","21",9073-648
b36185f0-440d-41f6-a6f7-f91f374d9e92,"Angra do Heroísmo","Coreia do Norte","Marinha Grande","Rua Brito, 3","74",1538-899
90c363aa-22eb-44e1-91b6-d9c41a0f2c0e,"Câmara de Lobos","Camboja","Sintra","Avenida de Mota, 26","S/N",0009-696
f453ad58-ed3c-48ba-92f4-a07bf4560ba7,"Gouveia","Palau","Sintra","R. Machado, S/N","19",3049-025
26c61dc8-4df7-48bc-92fe-9a0637bd38c4,"Paredes","São Marinho","Quarteira","Alameda de Coelho, 216","33",3228-600
6cdf332e-42db-4923-a2bb-7b8608a1b0ab,"Elvas","Chile","Alcobaça","Praça Borges, 49","81",4205-053
599311ad-fd93-4b40-b771-ad950383598b,"Gandra","Uruguai","Sacavém","Travessa do Calhau, 67","S/N",8760-686
aec608ad-79f7-4bea-b5da-a2a50ae17441,"Figueira da Foz","Guernsey","Mealhada","Travessa Nair Araújo, 99","3",7270-980
66879c4a-3c51-496d-bc4e-07b9e8e13898,"Póvoa de Varzim","Niue","Barcelos","Av de Anjos, 571","18",2301-921
229aaf2b-b542-4ef2-aa3b-ff99bb1bfc42,"Silves","Vietname","Póvoa de Varzim","Alameda do Tronco, 2","39",1084-796
caa4c6a4-bcb2-41d4-878f-f8908d998805,"Ovar","Benim","Oliveira do Hospital","Largo Gomes, 97","96",1046-551
f75de7cd-3cc4-4f76-a0d7-4186d69fae2d,"Portimão","Ilhas Salomão","Rio Maior","Av Mélanie Vicente, S/N","15",1942-359
7775887d-af00-4195-b16f-9ada91fcab1a,"Ponte de Sor","Uruguai","Cantanhede","R. do Moreda, 73","S/N",3534-195
22298a45-b7d6-42e0-ad9c-a8314818f27a,"Lamego","Jan Mayen","Viseu","Rua de Macedo, S/N","92",2008-067
1f5a8fd0-a4cc-4747-99ef-a873a309b42f,"Vila Nova de Foz Côa","Macedónia do Norte","Esposende","Travessa Nelson Rocha, 17","645",1608-315
c8e37dc2-9959-476a-a13e-78c4aa8e08dd,"Lagos","Reino Unido","Olhão","Av Joana Matos, 25","99",3964-587
8279a030-9596-4ba9-82c2-78d089685190,"Rio Maior","Sara Ocidental","Portalegre","Rua de Paiva, 92","29",2288-226
9590bef5-417d-402a-a948-50c6bd74da40,"Gouveia","Tokelau","Fátima","Av 25 de Abril, 17","749",4126-761
da6f4623-e43a-45a0-89ec-5bf827a2ec6d,"Câmara de Lobos","Turquia","Praia da Vitória","Praça Luciana Baptista, 20","14",2978-364
cf2cf209-00fe-4864-a562-82a662008b89,"Freamunde","Tunísia","Oliveira do Bairro","R. de Antunes, 55","13",4932-762
35b7a2f6-90a3-45ca-b5ae-45337ef76204,"Queluz","Gaza Strip","Tavira","Av Luana Carvalho, 5","3",5325-670
089a79a4-7d87-4500-8333-b0e742045a67,"Olhão","Quirguizistão","Santiago do Cacém","Largo de Vicente, 51","6",6719-221
f3bc1391-2048-4012-b5f6-2fbcf9c64ff0,"Queluz","Macedónia do Norte","Pinhel","R. de Morais, 82","S/N",0668-903
e3dce5cf-844c-4b36-96fc-27294d74f401,"Silves","Chade","Alverca do Ribatejo","Largo Edgar Andrade, S/N","6",8216-493
f1988e70-e282-40f0-8bd1-75d0cbea3d77,"Figueira da Foz","Irlanda","Ribeira Grande","R. Amália Rodrigues, 77","552",9765-132
3e018c0c-0d08-424e-8daf-ccc1f40b692c,"Chaves","Austrália","Castelo Branco","R. da França, 56","33",4135-383
1457844c-952d-443a-b2d5-0f65efb66c68,"Peniche","Camboja","Vale de Cambra","Praça Dinis Sousa, 5","561",9007-910
fefd624c-4c95-4c89-a7c7-d23aae75bbf8,"Macedo de Cavaleiros","Laos","Chaves","Alameda Costa, 44","S/N",5477-651
cde29f51-66f1-4592-b58c-a3f2c6ce31d7,"Barreiro","Dinamarca","São Salvador de Lordelo","Av do Prof. Hernâni Monteiro, 263","314",0651-889
c57409ff-b98a-4e37-8490-ac95aa24a98e,"Miranda do Douro","Navassa Island","Viseu","Largo de Cruz, 59","31",6636-531
6da1159b-c5a6-4dc7-baef-69dd83ffca8a,"Póvoa de Santa Iria","Ilhas Caimão","Valongo","Largo Lourenço Macedo, 267","S/N",3942-805
624c3a1a-41a2-4f9e-96a7-1e6e328369cd,"Fafe","Territórios Austrais Franceses","Guimarães","Av Carneiro, 45","24",2519-027
d2856c94-61dd-4e57-939c-e64c38db9899,"Fiães","Guernsey","Lisboa","Avenida Matos, 22","73",6526-758
72756e57-e81e-4a12-942b-294f6c007778,"Tondela","Luxemburgo","Ovar","Av Érica Carneiro, 972","69",6536-603
9b4c1891-68ea-4ac2-8924-a0b6ed04b7ac,"Silves","Emiratos Árabes Unidos","Abrantes","Avenida Campos, S/N","20",3734-483
3245b961-90fa-4355-8fd7-120d1b1f6371,"Lagos","Suíça","Torres Vedras","Largo David Brito, 7","67",1967-375
c2d9a498-5c31-4c77-9fa1-94940810746d,"Silves","Uganda","Câmara de Lobos","Av Matos, 95","S/N",5512-331
28f291ef-1f5f-4e2e-931e-f7eacbc84137,"Tondela","Camboja","Praia da Vitória","Rua de Garcia, 36","4",0646-419
9af63d50-2a9f-42ae-8ab8-0dc599d883cc,"Barcelos","Macau","Sintra","Alameda de Francos, 14","92",5535-375
905bd8b4-0579-4c62-9c5f-2e12a33622db,"Caldas da Rainha","Eritreia","Vale de Cambra","Largo de Carvalho, 71","455",6048-851
90bee260-24f2-4882-964f-91ce107aa0df,"Almeirim","Pacific Ocean","Sintra","R. Amaral, 291","67",1149-635
41adec91-0db0-4780-b30b-1044f592254c,"Coimbra","Gana","Tomar","Praça de Fontes Pereira de Melo, 9","S/N",0017-627
e7e290b0-e335-493d-afbd-b29f11fb2a59,"Almada","Mongólia","Gouveia","Travessa Araújo, 64","50",3172-735
74db7650-5d62-44ed-8f4f-546562bcce05,"Vale de Cambra","Alemanha","Oliveira do Hospital","Praça Rafael Nogueira, S/N","89",2466-971
cb22af2a-7899-4d4a-9cd7-625c097e0234,"Angra do Heroísmo","Iraque","Fundão","Avenida de Loureiro, 62","382",0280-512
7ece6b4b-14af-4eeb-86c6-2aa2712f202d,"Santiago do Cacém","São Marinho","Bragança","Rua de João Augusto Ribeiro, 646","48",7040-481
39ce5bbc-7888-4fab-9b55-bbb9d6e49340,"Fundão","Usbequistão","Torres Vedras","R. de Fernão de Magalhães, 23","16",7378-029
42607aab-6681-436f-8fa0-caa18477b7f8,"Vila do Conde","Albânia","Rebordosa","R. de Tavares, S/N","870",0463-967
e095e460-2895-4155-add7-bb5d88e963da,"Lisboa","Somália","Caldas da Rainha","Av Petra Fernandes, S/N","90",0247-154
7030b54d-4c7c-40e9-bbf8-52b1a97e93f5,"Loulé","Ilhas Turcas e Caicos","Montemor-o-Novo","Avenida de Machado, S/N","74",4647-055
dd74ee2e-0872-4d9a-8cc0-4638f4204b53,"Marinha Grande","Botsuana","Vila Franca de Xira","Praça Pereira, 214","902",9745-527
516995ef-9bc7-4b93-b549-647987b8ba90,"Ribeira Grande","Paracel Islands","Vizela","Travessa Maestro Ivo Cruz, 11","S/N",0448-431
2cbb5051-efa2-4cf9-9a7d-12a188fb29b5,"Vila Nova de Santo André","Antilhas Neerlandesas","Montijo","Av de Nascimento, 49","36",0492-171
211aa71a-4fea-4472-9c3c-cf0377ac85bc,"Marco de Canaveses","Israel","Lixa","Largo de Pina Manique, 258","77",1172-531
3ae1ef11-521a-459c-8bd5-045cd6fa588e,"São João da Madeira","Filipinas","Mangualde","Praça Baptista, 55","76",3745-096
e5a29e34-e890-4fff-9257-6df17dd73147,"Praia da Vitória","Rússia","Olhão","R. Madalena Gomes, 32","6",4749-996
7480eac9-d051-43cd-9170-405f2fa46939,"Serpa","Lesoto","Vila Nova de Famalicão","Largo Vitória Sá, 45","S/N",9629-966
12d2e4ba-3970-4d9c-97d2-92bb0ca1a255,"Ponte de Sor","Chipre","Fátima","Av Alice Cruz, 31","90",0600-292
f022fe02-971c-4b45-b3b0-549cd5539000,"Santa Cruz","Hungria","Setúbal","Praça de Pereira, 13","S/N",3516-994
27ebf3be-c4cd-4c54-9df2-d4eff167a262,"Valbom","Gana","Vila Nova de Gaia","R. Garcia, 306","80",8065-004
d67540de-e216-4514-853a-a2b8ad1c94a5,"Alverca do Ribatejo","Omã","Miranda do Douro","Av Anjos, 33","23",7051-737
87add679-aa54-43d4-b1b6-b3be74d61cff,"Oliveira de Azeméis","Coreia do Norte","Torres Vedras","Travessa José António Marques, 8","695",8021-100
e28828b5-82f1-49f7-882b-c870aa980a4c,"Vila Nova de Gaia","Suíça","Almeirim","Rua Andrade, 8","17",5038-576
0f853677-854d-4633-8141-eae6b6f35814,"Marinha Grande","Colômbia","Vila Real","Av Nogueira, 5","232",2233-361
1bf50c3d-bdc8-495d-9936-d77afe5ceb9b,"Valongo","Chade","Amarante","Alameda Jaime Oliveira, 79","S/N",9241-735
6d04e9d2-0976-49e9-afd9-2bd0a512ff52,"Leiria","Ilhas Cook","Lisboa","Praça Luís Valente, 5","83",9334-333
3f2e8f2a-fe58-4311-9f35-185bd50b9efc,"Lisboa","Benim","Póvoa de Varzim","Rua Bernardo Batista, 41","S/N",7556-053
820662a9-9e9c-4433-a3e1-91658a671949,"Ílhavo","Iraque","São João da Madeira","Praça Matias, 696","68",4143-387
b44d2b76-3fe0-4f3f-b529-a632bd8df92c,"Santana","Síria","Mangualde","Largo de Esteves, 529","70",1392-606
3fbbca7b-22e4-41bc-96cf-c4b47650192d,"Gondomar","Usbequistão","Sacavém","Alameda de Loureiro, 876","S/N",1977-261
7b7fc522-85fe-4dcc-9766-1e7c2d1f100c,"Fundão","Faroé","Câmara de Lobos","Travessa Diogo Figueiredo, 45","524",6777-227
54e0dc54-c4a7-4ffd-8cd2-10cddf4f102e,"São Salvador de Lordelo","Rússia","Torres Vedras","Travessa do Mercado, S/N","87",9887-194
745dc9f5-cb14-4898-9175-c0aaed906a3f,"Elvas","Irão","Santana","Rua Renato Araújo, 8","7",3405-742
1ef384bc-99d2-42a7-9e72-41e2a069bd02,"Vila Real","Senegal","Reguengos de Monsaraz","Rua Guerreiro, S/N","37",9406-718
19fabf6a-e727-4321-9282-45ff5bbb8df4,"Porto Santo","Alemanha","Horta","Travessa Laura Gomes, 32","855",5794-900
3f66152f-c607-4c28-9bbb-68c2efd48ea9,"Espinho","Spratly Islands","Seixal","Travessa das Tágides, 7","10",7785-083
