review_id,review_attribute_classification_name,review_attribute_classification_value
fcd3764b-9b97-46b8-96e5-da0005a06441,service,medium
20aff5c3-ad9a-4943-a1ef-a4034b5f2cc9,wifi_speed,medium
20aff5c3-ad9a-4943-a1ef-a4034b5f2cc9,comfort,low
20aff5c3-ad9a-4943-a1ef-a4034b5f2cc9,cleanliness,high
20aff5c3-ad9a-4943-a1ef-a4034b5f2cc9,ambience,low
20aff5c3-ad9a-4943-a1ef-a4034b5f2cc9,service,low
f9dc540a-6fae-493a-8067-dee2ad7d59e3,service,high
f9dc540a-6fae-493a-8067-dee2ad7d59e3,cleanliness,medium
f9dc540a-6fae-493a-8067-dee2ad7d59e3,comfort,low
f9dc540a-6fae-493a-8067-dee2ad7d59e3,wifi_speed,high
83c266ae-e2c4-4cd0-bec7-7fb09fa56bb0,comfort,high
83c266ae-e2c4-4cd0-bec7-7fb09fa56bb0,ambience,medium
83c266ae-e2c4-4cd0-bec7-7fb09fa56bb0,cleanliness,medium
83c266ae-e2c4-4cd0-bec7-7fb09fa56bb0,service,high
83c266ae-e2c4-4cd0-bec7-7fb09fa56bb0,wifi_speed,medium
890ae644-9fb9-4888-92c1-80385dfa4a0c,cleanliness,medium
890ae644-9fb9-4888-92c1-80385dfa4a0c,wifi_speed,high
890ae644-9fb9-4888-92c1-80385dfa4a0c,service,low
890ae644-9fb9-4888-92c1-80385dfa4a0c,comfort,medium
890ae644-9fb9-4888-92c1-80385dfa4a0c,ambience,low
2343a019-d7ff-4688-87ce-4781bc92d6d2,service,low
2343a019-d7ff-4688-87ce-4781bc92d6d2,ambience,high
2343a019-d7ff-4688-87ce-4781bc92d6d2,comfort,high
c162b00a-73eb-4a57-a3e5-c553fb4285cc,cleanliness,high
c162b00a-73eb-4a57-a3e5-c553fb4285cc,wifi_speed,low
c162b00a-73eb-4a57-a3e5-c553fb4285cc,ambience,medium
c162b00a-73eb-4a57-a3e5-c553fb4285cc,comfort,medium
c162b00a-73eb-4a57-a3e5-c553fb4285cc,service,medium
d8490819-9615-44c5-a3c7-74a95e1d52e0,comfort,high
d8490819-9615-44c5-a3c7-74a95e1d52e0,ambience,high
d8490819-9615-44c5-a3c7-74a95e1d52e0,cleanliness,low
679fecd4-054e-4035-b25d-a54b05f1fab2,comfort,low
679fecd4-054e-4035-b25d-a54b05f1fab2,ambience,medium
45701aa2-1f2c-4478-92a5-ffa3e9e1d4c3,service,high
45701aa2-1f2c-4478-92a5-ffa3e9e1d4c3,wifi_speed,medium
45701aa2-1f2c-4478-92a5-ffa3e9e1d4c3,ambience,medium
45701aa2-1f2c-4478-92a5-ffa3e9e1d4c3,cleanliness,high
45701aa2-1f2c-4478-92a5-ffa3e9e1d4c3,comfort,medium
b56b8ac8-0ef9-4e63-89f5-825ea38eaf9d,cleanliness,low
b56b8ac8-0ef9-4e63-89f5-825ea38eaf9d,wifi_speed,high
affea73e-de5c-4ee9-bea4-ce2ef4c3faf9,service,high
affea73e-de5c-4ee9-bea4-ce2ef4c3faf9,wifi_speed,high
730e0113-b1a7-4a81-9c98-65d72370d531,ambience,high
730e0113-b1a7-4a81-9c98-65d72370d531,wifi_speed,high
730e0113-b1a7-4a81-9c98-65d72370d531,service,high
730e0113-b1a7-4a81-9c98-65d72370d531,cleanliness,low
730e0113-b1a7-4a81-9c98-65d72370d531,comfort,medium
b5ec713a-aa0f-4265-a6ad-c13f25fec318,comfort,low
b5ec713a-aa0f-4265-a6ad-c13f25fec318,cleanliness,low
b5ec713a-aa0f-4265-a6ad-c13f25fec318,ambience,high
b5ec713a-aa0f-4265-a6ad-c13f25fec318,service,medium
b5ec713a-aa0f-4265-a6ad-c13f25fec318,wifi_speed,medium
d3dc8539-995a-43bc-8e5e-dfb07bd21aff,wifi_speed,medium
d3dc8539-995a-43bc-8e5e-dfb07bd21aff,service,high
d3dc8539-995a-43bc-8e5e-dfb07bd21aff,ambience,high
d3dc8539-995a-43bc-8e5e-dfb07bd21aff,comfort,low
d3dc8539-995a-43bc-8e5e-dfb07bd21aff,cleanliness,medium
00fb4b2b-2e9f-4b0e-ae13-34107568e818,wifi_speed,high
00fb4b2b-2e9f-4b0e-ae13-34107568e818,ambience,low
00fb4b2b-2e9f-4b0e-ae13-34107568e818,cleanliness,medium
00fb4b2b-2e9f-4b0e-ae13-34107568e818,service,low
cefe7422-1422-4bcf-8df2-b1cc86ce65fc,ambience,low
cefe7422-1422-4bcf-8df2-b1cc86ce65fc,wifi_speed,medium
7f936868-18d8-4261-ad95-661b208f698d,ambience,medium
7f936868-18d8-4261-ad95-661b208f698d,comfort,high
4cee99fc-2675-4fb0-826e-d3ffd408ba50,comfort,high
4cee99fc-2675-4fb0-826e-d3ffd408ba50,wifi_speed,medium
4cee99fc-2675-4fb0-826e-d3ffd408ba50,ambience,high
4cee99fc-2675-4fb0-826e-d3ffd408ba50,service,medium
4cee99fc-2675-4fb0-826e-d3ffd408ba50,cleanliness,low
2f17462c-bca9-4710-a396-c858ed0f5660,ambience,low
2f17462c-bca9-4710-a396-c858ed0f5660,wifi_speed,high
067f62a0-7c94-4b12-8f4d-c7e09957774a,cleanliness,low
067f62a0-7c94-4b12-8f4d-c7e09957774a,service,low
067f62a0-7c94-4b12-8f4d-c7e09957774a,ambience,low
067f62a0-7c94-4b12-8f4d-c7e09957774a,wifi_speed,medium
62ad804f-24ca-4fc2-9278-701d40f8e9be,ambience,low
62ad804f-24ca-4fc2-9278-701d40f8e9be,comfort,high
62ad804f-24ca-4fc2-9278-701d40f8e9be,service,low
62ad804f-24ca-4fc2-9278-701d40f8e9be,wifi_speed,high
b80df791-e7e7-42e0-a80a-5aa9b35aac74,ambience,low
b80df791-e7e7-42e0-a80a-5aa9b35aac74,cleanliness,low
b80df791-e7e7-42e0-a80a-5aa9b35aac74,service,low
4b53015e-7e1a-43b7-98f8-5f73fffcca23,ambience,high
4b53015e-7e1a-43b7-98f8-5f73fffcca23,wifi_speed,medium
4b53015e-7e1a-43b7-98f8-5f73fffcca23,comfort,high
4b53015e-7e1a-43b7-98f8-5f73fffcca23,service,high
8b7737f4-e659-4160-888c-1e51dabc56b6,wifi_speed,medium
8b7737f4-e659-4160-888c-1e51dabc56b6,cleanliness,medium
8b7737f4-e659-4160-888c-1e51dabc56b6,comfort,high
c3233814-d4e1-4436-bf7c-b252eccd2899,cleanliness,high
c3233814-d4e1-4436-bf7c-b252eccd2899,service,high
c3233814-d4e1-4436-bf7c-b252eccd2899,ambience,low
4d41de31-b6d8-4d7d-b04d-038214de1550,wifi_speed,high
4d41de31-b6d8-4d7d-b04d-038214de1550,comfort,low
4d41de31-b6d8-4d7d-b04d-038214de1550,cleanliness,low
4d41de31-b6d8-4d7d-b04d-038214de1550,ambience,medium
976c2dec-14ae-4854-87d3-503ecc03210f,wifi_speed,high
976c2dec-14ae-4854-87d3-503ecc03210f,comfort,low
976c2dec-14ae-4854-87d3-503ecc03210f,service,low
976c2dec-14ae-4854-87d3-503ecc03210f,cleanliness,low
976c2dec-14ae-4854-87d3-503ecc03210f,ambience,low
af908530-dee1-4e34-9e40-eeb2b47f58df,ambience,high
af908530-dee1-4e34-9e40-eeb2b47f58df,cleanliness,medium
af908530-dee1-4e34-9e40-eeb2b47f58df,wifi_speed,medium
69f9dc1a-6e28-40f8-9860-53a49b175022,service,medium
69f9dc1a-6e28-40f8-9860-53a49b175022,comfort,low
69f9dc1a-6e28-40f8-9860-53a49b175022,wifi_speed,medium
902f00c8-8929-4496-870b-bdbca2ab6fb8,ambience,low
902f00c8-8929-4496-870b-bdbca2ab6fb8,cleanliness,high
902f00c8-8929-4496-870b-bdbca2ab6fb8,service,low
3a190961-7104-4dd0-8652-4c1b6b579844,wifi_speed,low
3a190961-7104-4dd0-8652-4c1b6b579844,service,low
3a190961-7104-4dd0-8652-4c1b6b579844,ambience,high
3a190961-7104-4dd0-8652-4c1b6b579844,cleanliness,medium
3a190961-7104-4dd0-8652-4c1b6b579844,comfort,medium
c6756c14-ab4f-4165-871e-5c482bbef27c,service,medium
c6756c14-ab4f-4165-871e-5c482bbef27c,comfort,low
c6756c14-ab4f-4165-871e-5c482bbef27c,wifi_speed,medium
c6756c14-ab4f-4165-871e-5c482bbef27c,cleanliness,medium
a135520d-f0fd-4626-86a0-8d00cc41bbed,service,high
a135520d-f0fd-4626-86a0-8d00cc41bbed,cleanliness,high
a135520d-f0fd-4626-86a0-8d00cc41bbed,comfort,low
a135520d-f0fd-4626-86a0-8d00cc41bbed,wifi_speed,medium
a135520d-f0fd-4626-86a0-8d00cc41bbed,ambience,low
8a057cdd-d823-4daa-86ed-cee143fd5292,cleanliness,medium
8a057cdd-d823-4daa-86ed-cee143fd5292,comfort,medium
8a057cdd-d823-4daa-86ed-cee143fd5292,wifi_speed,medium
8a057cdd-d823-4daa-86ed-cee143fd5292,service,low
8a057cdd-d823-4daa-86ed-cee143fd5292,ambience,high
355368da-d11d-4809-a8f7-2e194826d513,wifi_speed,low
355368da-d11d-4809-a8f7-2e194826d513,ambience,high
d24e2de4-75dd-466a-b256-48ce5c0ba3b9,ambience,medium
d24e2de4-75dd-466a-b256-48ce5c0ba3b9,wifi_speed,high
d24e2de4-75dd-466a-b256-48ce5c0ba3b9,service,low
b76ed047-4a87-48eb-86b9-b78cf614482d,comfort,medium
b76ed047-4a87-48eb-86b9-b78cf614482d,ambience,high
42abd75e-8c66-4adf-a0d0-a87a567d5765,service,low
42abd75e-8c66-4adf-a0d0-a87a567d5765,ambience,high
f187f685-80d4-4ead-a054-406484b9e7c5,wifi_speed,high
f187f685-80d4-4ead-a054-406484b9e7c5,comfort,low
f187f685-80d4-4ead-a054-406484b9e7c5,service,low
f187f685-80d4-4ead-a054-406484b9e7c5,ambience,low
f187f685-80d4-4ead-a054-406484b9e7c5,cleanliness,medium
6021ed54-c482-4d9d-8c7a-d8f1a3d08c92,comfort,high
6021ed54-c482-4d9d-8c7a-d8f1a3d08c92,cleanliness,medium
f163e05e-4667-4a36-9012-d2a4cfd28d88,ambience,medium
f163e05e-4667-4a36-9012-d2a4cfd28d88,service,low
f163e05e-4667-4a36-9012-d2a4cfd28d88,comfort,low
f163e05e-4667-4a36-9012-d2a4cfd28d88,cleanliness,high
236cb5f9-4526-4f5f-8e3c-3619b5212d63,comfort,high
236cb5f9-4526-4f5f-8e3c-3619b5212d63,ambience,low
236cb5f9-4526-4f5f-8e3c-3619b5212d63,wifi_speed,medium
b23a6784-4c4c-4676-85c7-1c93a7ec02be,ambience,medium
b23a6784-4c4c-4676-85c7-1c93a7ec02be,service,medium
b23a6784-4c4c-4676-85c7-1c93a7ec02be,wifi_speed,medium
b23a6784-4c4c-4676-85c7-1c93a7ec02be,comfort,low
7a2bb4e2-6543-458c-bb5a-d8679bb0b326,ambience,high
7a2bb4e2-6543-458c-bb5a-d8679bb0b326,service,low
7a2bb4e2-6543-458c-bb5a-d8679bb0b326,cleanliness,medium
7a2bb4e2-6543-458c-bb5a-d8679bb0b326,wifi_speed,high
06eb5fa9-673b-407a-ac82-943fae4bcf69,wifi_speed,high
06eb5fa9-673b-407a-ac82-943fae4bcf69,ambience,low
06eb5fa9-673b-407a-ac82-943fae4bcf69,comfort,medium
0057f5b2-426e-4bca-9d80-3c8d95142064,ambience,medium
0057f5b2-426e-4bca-9d80-3c8d95142064,cleanliness,low
12bbfb1c-1511-40cd-b8e2-e406b0d81f48,ambience,medium
12bbfb1c-1511-40cd-b8e2-e406b0d81f48,service,medium
12bbfb1c-1511-40cd-b8e2-e406b0d81f48,wifi_speed,medium
12bbfb1c-1511-40cd-b8e2-e406b0d81f48,cleanliness,low
12bbfb1c-1511-40cd-b8e2-e406b0d81f48,comfort,high
f8a75bff-9ad5-4574-bf55-2d380ac87262,ambience,low
f8a75bff-9ad5-4574-bf55-2d380ac87262,service,high
f8a75bff-9ad5-4574-bf55-2d380ac87262,comfort,low
f8a75bff-9ad5-4574-bf55-2d380ac87262,wifi_speed,low
f8a75bff-9ad5-4574-bf55-2d380ac87262,cleanliness,low
6a018ba2-7dc1-40d5-873b-47b5425f580d,wifi_speed,low
6a018ba2-7dc1-40d5-873b-47b5425f580d,comfort,medium
6a018ba2-7dc1-40d5-873b-47b5425f580d,cleanliness,low
57bffae8-aca7-4c25-9097-fd2239fad064,service,medium
57bffae8-aca7-4c25-9097-fd2239fad064,cleanliness,high
57bffae8-aca7-4c25-9097-fd2239fad064,wifi_speed,high
57bffae8-aca7-4c25-9097-fd2239fad064,ambience,high
57bffae8-aca7-4c25-9097-fd2239fad064,comfort,low
d915c659-e710-4e6a-9b17-4ee1e8927801,ambience,high
d915c659-e710-4e6a-9b17-4ee1e8927801,service,low
d915c659-e710-4e6a-9b17-4ee1e8927801,wifi_speed,medium
d915c659-e710-4e6a-9b17-4ee1e8927801,cleanliness,low
d915c659-e710-4e6a-9b17-4ee1e8927801,comfort,high
2532871a-be0a-49ae-9de9-ba9bdcfa39fc,ambience,medium
2532871a-be0a-49ae-9de9-ba9bdcfa39fc,wifi_speed,low
2532871a-be0a-49ae-9de9-ba9bdcfa39fc,service,high
37b49b48-5e70-4429-95ae-3cc349021ca8,wifi_speed,low
37b49b48-5e70-4429-95ae-3cc349021ca8,cleanliness,medium
37b49b48-5e70-4429-95ae-3cc349021ca8,comfort,medium
7333058a-f243-43b5-a734-d81122b4e4c8,ambience,low
7333058a-f243-43b5-a734-d81122b4e4c8,cleanliness,medium
7333058a-f243-43b5-a734-d81122b4e4c8,wifi_speed,medium
7333058a-f243-43b5-a734-d81122b4e4c8,service,high
7333058a-f243-43b5-a734-d81122b4e4c8,comfort,low
5a6f1531-f49d-4945-b7b9-fe0ee5e900ef,cleanliness,low
5a6f1531-f49d-4945-b7b9-fe0ee5e900ef,ambience,low
5a6f1531-f49d-4945-b7b9-fe0ee5e900ef,wifi_speed,low
5a6f1531-f49d-4945-b7b9-fe0ee5e900ef,comfort,low
5a6f1531-f49d-4945-b7b9-fe0ee5e900ef,service,medium
33d1ca3a-c1cc-4c82-a876-4e363c5a0fcf,ambience,low
33d1ca3a-c1cc-4c82-a876-4e363c5a0fcf,wifi_speed,medium
33d1ca3a-c1cc-4c82-a876-4e363c5a0fcf,cleanliness,medium
33d1ca3a-c1cc-4c82-a876-4e363c5a0fcf,service,medium
33d1ca3a-c1cc-4c82-a876-4e363c5a0fcf,comfort,medium
da4e5d47-4cb8-44c3-bdce-731bbf7b0829,wifi_speed,low
da4e5d47-4cb8-44c3-bdce-731bbf7b0829,ambience,low
da4e5d47-4cb8-44c3-bdce-731bbf7b0829,service,low
da4e5d47-4cb8-44c3-bdce-731bbf7b0829,cleanliness,low
da4e5d47-4cb8-44c3-bdce-731bbf7b0829,comfort,high
43721fd6-683b-42cf-8224-5e0308d62a34,comfort,high
43721fd6-683b-42cf-8224-5e0308d62a34,wifi_speed,medium
43721fd6-683b-42cf-8224-5e0308d62a34,service,low
43721fd6-683b-42cf-8224-5e0308d62a34,ambience,high
43721fd6-683b-42cf-8224-5e0308d62a34,cleanliness,high
c715cfd5-64b7-4ee4-8773-d057762cd183,ambience,high
c715cfd5-64b7-4ee4-8773-d057762cd183,cleanliness,low
c715cfd5-64b7-4ee4-8773-d057762cd183,service,high
575c3b9e-bed0-4b42-b8d9-9b7568b1f39f,wifi_speed,low
575c3b9e-bed0-4b42-b8d9-9b7568b1f39f,cleanliness,medium
575c3b9e-bed0-4b42-b8d9-9b7568b1f39f,service,low
6152bf32-f487-4b2e-9e1b-333921ebe923,wifi_speed,high
6152bf32-f487-4b2e-9e1b-333921ebe923,ambience,low
6152bf32-f487-4b2e-9e1b-333921ebe923,comfort,low
6152bf32-f487-4b2e-9e1b-333921ebe923,cleanliness,high
f2b2ddf7-e363-45af-a3b5-271e2de581b1,cleanliness,high
f2b2ddf7-e363-45af-a3b5-271e2de581b1,wifi_speed,high
f2b2ddf7-e363-45af-a3b5-271e2de581b1,service,low
f2b2ddf7-e363-45af-a3b5-271e2de581b1,ambience,high
f2b2ddf7-e363-45af-a3b5-271e2de581b1,comfort,high
7a5c0cc8-26f9-4bcd-9f8d-2da0c3e7bb8a,service,medium
7a5c0cc8-26f9-4bcd-9f8d-2da0c3e7bb8a,cleanliness,high
7a5c0cc8-26f9-4bcd-9f8d-2da0c3e7bb8a,wifi_speed,medium
7a5c0cc8-26f9-4bcd-9f8d-2da0c3e7bb8a,comfort,high
7a5c0cc8-26f9-4bcd-9f8d-2da0c3e7bb8a,ambience,high
3d9ff4aa-0715-428f-9aca-b678d3d729f7,wifi_speed,low
3d9ff4aa-0715-428f-9aca-b678d3d729f7,cleanliness,high
3d9ff4aa-0715-428f-9aca-b678d3d729f7,comfort,low
3d9ff4aa-0715-428f-9aca-b678d3d729f7,ambience,low
ea842123-fdad-4cf6-ba49-c2aef0632285,cleanliness,high
ea842123-fdad-4cf6-ba49-c2aef0632285,wifi_speed,high
ea842123-fdad-4cf6-ba49-c2aef0632285,comfort,medium
ea842123-fdad-4cf6-ba49-c2aef0632285,ambience,high
ea842123-fdad-4cf6-ba49-c2aef0632285,service,high
02bd43be-d5a6-4358-9ad3-91b5679fea87,service,low
02bd43be-d5a6-4358-9ad3-91b5679fea87,wifi_speed,medium
598112bd-434b-463f-b788-ca56d35b2e9d,service,medium
598112bd-434b-463f-b788-ca56d35b2e9d,ambience,high
ff4371a9-289b-4fbe-b62e-de09d0791d15,ambience,low
ff4371a9-289b-4fbe-b62e-de09d0791d15,wifi_speed,high
ff4371a9-289b-4fbe-b62e-de09d0791d15,service,low
ff4371a9-289b-4fbe-b62e-de09d0791d15,cleanliness,low
98eacc18-8c82-446e-bcde-d71833cc3645,ambience,high
98eacc18-8c82-446e-bcde-d71833cc3645,comfort,medium
fcd72c85-d636-4bdb-b36a-9654925aa454,wifi_speed,low
fcd72c85-d636-4bdb-b36a-9654925aa454,comfort,low
fcd72c85-d636-4bdb-b36a-9654925aa454,cleanliness,medium
fcd72c85-d636-4bdb-b36a-9654925aa454,service,low
fcd72c85-d636-4bdb-b36a-9654925aa454,ambience,high
55c00a53-93fe-45c6-bc69-38d7c0e60151,cleanliness,high
55c00a53-93fe-45c6-bc69-38d7c0e60151,comfort,medium
55c00a53-93fe-45c6-bc69-38d7c0e60151,service,low
55c00a53-93fe-45c6-bc69-38d7c0e60151,wifi_speed,high
55c00a53-93fe-45c6-bc69-38d7c0e60151,ambience,medium
83c51135-fe08-4b58-a4e4-1ac6e474770d,ambience,medium
83c51135-fe08-4b58-a4e4-1ac6e474770d,service,low
0a9f8cc1-9667-4022-b82c-30f50d0caa4a,comfort,high
0a9f8cc1-9667-4022-b82c-30f50d0caa4a,service,medium
0a9f8cc1-9667-4022-b82c-30f50d0caa4a,wifi_speed,high
0a9f8cc1-9667-4022-b82c-30f50d0caa4a,cleanliness,low
3dd54f85-ad7e-4055-baab-22479f23d6ad,wifi_speed,medium
3dd54f85-ad7e-4055-baab-22479f23d6ad,service,medium
3dd54f85-ad7e-4055-baab-22479f23d6ad,comfort,low
f5330efe-b285-4d46-8089-e74391cd9450,service,low
f5330efe-b285-4d46-8089-e74391cd9450,ambience,low
f5330efe-b285-4d46-8089-e74391cd9450,cleanliness,low
f5330efe-b285-4d46-8089-e74391cd9450,wifi_speed,low
a9ca414d-3ccb-42d9-a71a-92b0f7b2ace3,wifi_speed,medium
a9ca414d-3ccb-42d9-a71a-92b0f7b2ace3,cleanliness,low
4b191f34-8284-4895-b6c9-d6b6d24bb873,ambience,high
4b191f34-8284-4895-b6c9-d6b6d24bb873,wifi_speed,high
4b191f34-8284-4895-b6c9-d6b6d24bb873,service,high
4b191f34-8284-4895-b6c9-d6b6d24bb873,cleanliness,low
be0a7a6a-b483-4dc3-a06d-a4afd663c11b,ambience,high
be0a7a6a-b483-4dc3-a06d-a4afd663c11b,comfort,medium
be0a7a6a-b483-4dc3-a06d-a4afd663c11b,service,high
be0a7a6a-b483-4dc3-a06d-a4afd663c11b,wifi_speed,medium
be0a7a6a-b483-4dc3-a06d-a4afd663c11b,cleanliness,high
d94e0f5c-f108-49b3-a183-cb7e1ce0fa0b,service,low
d94e0f5c-f108-49b3-a183-cb7e1ce0fa0b,wifi_speed,high
cb95c82e-c855-4156-a1d2-73f2a8e7f220,cleanliness,medium
cb95c82e-c855-4156-a1d2-73f2a8e7f220,wifi_speed,medium
1710c1e2-40db-4220-9eae-a19d542a7791,service,high
1710c1e2-40db-4220-9eae-a19d542a7791,ambience,low
1710c1e2-40db-4220-9eae-a19d542a7791,wifi_speed,medium
29b6d6b5-45c9-437a-910b-71bd59c08db6,service,high
29b6d6b5-45c9-437a-910b-71bd59c08db6,cleanliness,medium
29b6d6b5-45c9-437a-910b-71bd59c08db6,comfort,medium
29b6d6b5-45c9-437a-910b-71bd59c08db6,ambience,high
29b6d6b5-45c9-437a-910b-71bd59c08db6,wifi_speed,low
de06e335-3fd9-4d54-b164-fd0bdb52281b,service,high
de06e335-3fd9-4d54-b164-fd0bdb52281b,cleanliness,medium
de06e335-3fd9-4d54-b164-fd0bdb52281b,ambience,low
de06e335-3fd9-4d54-b164-fd0bdb52281b,wifi_speed,low
de06e335-3fd9-4d54-b164-fd0bdb52281b,comfort,low
bd408df6-51d4-4c11-9537-bf58cf5bca19,service,low
bd408df6-51d4-4c11-9537-bf58cf5bca19,cleanliness,high
bd408df6-51d4-4c11-9537-bf58cf5bca19,ambience,high
bd408df6-51d4-4c11-9537-bf58cf5bca19,wifi_speed,low
2dc53734-c389-4f41-b76f-0c50e023f376,comfort,high
2dc53734-c389-4f41-b76f-0c50e023f376,ambience,high
2dc53734-c389-4f41-b76f-0c50e023f376,service,low
2dc53734-c389-4f41-b76f-0c50e023f376,wifi_speed,low
86d83773-095a-42ca-91e6-8c9e2d11ccc6,ambience,medium
86d83773-095a-42ca-91e6-8c9e2d11ccc6,cleanliness,medium
86d83773-095a-42ca-91e6-8c9e2d11ccc6,comfort,medium
86d83773-095a-42ca-91e6-8c9e2d11ccc6,wifi_speed,high
86d83773-095a-42ca-91e6-8c9e2d11ccc6,service,low
f25fdb15-0008-495b-9d24-a7a3168f2428,service,high
f25fdb15-0008-495b-9d24-a7a3168f2428,wifi_speed,low
9c51eac0-9df9-4b0f-9068-1fcabffe8812,service,high
9c51eac0-9df9-4b0f-9068-1fcabffe8812,comfort,medium
8ec85f5b-afed-493a-950a-36a1c7a4d892,comfort,high
8ec85f5b-afed-493a-950a-36a1c7a4d892,service,low
8ec85f5b-afed-493a-950a-36a1c7a4d892,cleanliness,medium
3339d657-bf7e-40b7-b029-e97a70b5925f,comfort,low
3339d657-bf7e-40b7-b029-e97a70b5925f,wifi_speed,medium
3339d657-bf7e-40b7-b029-e97a70b5925f,service,medium
3339d657-bf7e-40b7-b029-e97a70b5925f,ambience,medium
2751756a-997a-4312-a428-c5b580cf1a56,comfort,low
2751756a-997a-4312-a428-c5b580cf1a56,wifi_speed,high
2751756a-997a-4312-a428-c5b580cf1a56,ambience,low
2751756a-997a-4312-a428-c5b580cf1a56,cleanliness,medium
0dc4732c-eeba-410a-a7cf-a76e8598d2c0,ambience,low
0dc4732c-eeba-410a-a7cf-a76e8598d2c0,wifi_speed,medium
0dc4732c-eeba-410a-a7cf-a76e8598d2c0,service,low
0dc4732c-eeba-410a-a7cf-a76e8598d2c0,comfort,medium
6b43ee28-aa9e-481f-a358-0bc05e4ffc3f,comfort,high
6b43ee28-aa9e-481f-a358-0bc05e4ffc3f,wifi_speed,medium
6b43ee28-aa9e-481f-a358-0bc05e4ffc3f,service,low
6b43ee28-aa9e-481f-a358-0bc05e4ffc3f,cleanliness,high
f6f92894-7057-429e-a708-cdc32d981247,cleanliness,high
f6f92894-7057-429e-a708-cdc32d981247,ambience,low
b240a335-1e3b-4371-87c3-683dbaed818a,cleanliness,low
b240a335-1e3b-4371-87c3-683dbaed818a,ambience,high
b240a335-1e3b-4371-87c3-683dbaed818a,service,high
b240a335-1e3b-4371-87c3-683dbaed818a,wifi_speed,medium
31d61aee-91fb-4abf-a933-c9569792c64f,ambience,low
31d61aee-91fb-4abf-a933-c9569792c64f,cleanliness,high
31d61aee-91fb-4abf-a933-c9569792c64f,service,high
31d61aee-91fb-4abf-a933-c9569792c64f,wifi_speed,high
408d0cef-45f2-4e46-89eb-eac5915bf3b6,service,high
408d0cef-45f2-4e46-89eb-eac5915bf3b6,wifi_speed,high
408d0cef-45f2-4e46-89eb-eac5915bf3b6,cleanliness,high
408d0cef-45f2-4e46-89eb-eac5915bf3b6,ambience,low
408d0cef-45f2-4e46-89eb-eac5915bf3b6,comfort,low
47477c7c-e9d9-40d5-97df-c6800c39f022,wifi_speed,low
47477c7c-e9d9-40d5-97df-c6800c39f022,service,medium
47477c7c-e9d9-40d5-97df-c6800c39f022,cleanliness,high
47477c7c-e9d9-40d5-97df-c6800c39f022,comfort,low
47477c7c-e9d9-40d5-97df-c6800c39f022,ambience,low
b9240428-25b4-493b-be5c-94d2f35afd35,cleanliness,medium
b9240428-25b4-493b-be5c-94d2f35afd35,service,low
b9240428-25b4-493b-be5c-94d2f35afd35,wifi_speed,high
b9240428-25b4-493b-be5c-94d2f35afd35,ambience,low
8b3b4229-0cd9-4959-850e-a504134124d6,comfort,low
8b3b4229-0cd9-4959-850e-a504134124d6,ambience,low
8b3b4229-0cd9-4959-850e-a504134124d6,service,low
b4b29b20-08ad-4454-a024-2ba80431fa99,service,high
b4b29b20-08ad-4454-a024-2ba80431fa99,comfort,low
b4b29b20-08ad-4454-a024-2ba80431fa99,cleanliness,high
b4b29b20-08ad-4454-a024-2ba80431fa99,wifi_speed,medium
b4b29b20-08ad-4454-a024-2ba80431fa99,ambience,high
4453fd99-a74e-40fc-a61e-64a7c006d228,cleanliness,medium
4453fd99-a74e-40fc-a61e-64a7c006d228,comfort,medium
4453fd99-a74e-40fc-a61e-64a7c006d228,ambience,medium
4453fd99-a74e-40fc-a61e-64a7c006d228,service,low
041bcde4-989f-45d0-b287-4aaf8fe356d2,service,medium
041bcde4-989f-45d0-b287-4aaf8fe356d2,ambience,low
041bcde4-989f-45d0-b287-4aaf8fe356d2,cleanliness,low
041bcde4-989f-45d0-b287-4aaf8fe356d2,wifi_speed,medium
041bcde4-989f-45d0-b287-4aaf8fe356d2,comfort,high
d1113dc5-4fd6-4f3b-a975-6eeeffa4ec7a,service,low
d1113dc5-4fd6-4f3b-a975-6eeeffa4ec7a,ambience,medium
d1113dc5-4fd6-4f3b-a975-6eeeffa4ec7a,cleanliness,medium
d1113dc5-4fd6-4f3b-a975-6eeeffa4ec7a,comfort,high
d1113dc5-4fd6-4f3b-a975-6eeeffa4ec7a,wifi_speed,medium
1a74531b-aeb4-4313-872f-4af24a4e77d8,cleanliness,medium
1a74531b-aeb4-4313-872f-4af24a4e77d8,ambience,medium
1a74531b-aeb4-4313-872f-4af24a4e77d8,comfort,medium
b78dec63-f032-458d-a71c-cc80b7ae087d,ambience,low
b78dec63-f032-458d-a71c-cc80b7ae087d,cleanliness,medium
b78dec63-f032-458d-a71c-cc80b7ae087d,service,medium
003c1303-b0fe-4ee6-9cd1-af20a4faac02,ambience,high
003c1303-b0fe-4ee6-9cd1-af20a4faac02,cleanliness,medium
a56a00b4-4d3a-4689-8069-1b96b5de2966,ambience,medium
a56a00b4-4d3a-4689-8069-1b96b5de2966,wifi_speed,high
a56a00b4-4d3a-4689-8069-1b96b5de2966,service,high
c685a06f-6801-4121-85c7-82dfac577cd6,ambience,low
c685a06f-6801-4121-85c7-82dfac577cd6,wifi_speed,low
c685a06f-6801-4121-85c7-82dfac577cd6,service,medium
c685a06f-6801-4121-85c7-82dfac577cd6,cleanliness,low
c685a06f-6801-4121-85c7-82dfac577cd6,comfort,high
5c97a2b6-7dec-4dff-8538-8e3d9385dbac,service,medium
